candidate_index,local_index,fresh_negative,fresh_positive,fresh_p_positive,previous_negative,previous_positive,previous_p_positive,shots,repeats,trials,logical_failures,target_logical_errors,stopped_early,logical_failure_rate,converged,convergence_rate,mean_iterations
166,16,-0.1,1.0,0.9,-0.25,0.1,0.5,50000,1,27,10,10,True,0.37037037037037035,14,0.5185185185185185,2310.259259259259
176,17,-0.1,1.0,0.9,-0.1,0.1,0.75,50000,1,44,10,10,True,0.22727272727272727,34,0.7727272727272727,1256.659090909091
186,18,-0.1,1.0,0.9,0.0,0.25,0.25,50000,1,45,10,10,True,0.2222222222222222,35,0.7777777777777778,1346.2
196,19,-0.1,1.0,0.97,-0.25,0.25,0.5,50000,1,58,10,10,True,0.1724137931034483,48,0.8275862068965517,929.6206896551724
206,20,-0.1,1.0,0.97,-0.1,0.25,0.75,50000,1,290,10,10,True,0.034482758620689655,280,0.9655172413793104,280.4103448275862
216,21,-0.1,1.0,0.995,-0.25,0.0,0.25,50000,1,20,10,10,True,0.5,9,0.45,2364.5
226,22,-0.1,1.0,0.995,-0.1,0.0,0.5,50000,1,58,10,10,True,0.1724137931034483,47,0.8103448275862069,894.8103448275862
236,23,-0.1,1.0,0.995,0.0,0.0,0.75,50000,1,124,10,10,True,0.08064516129032258,112,0.9032258064516129,512.258064516129
246,24,-0.02,0.7,0.9,-0.25,0.1,0.25,50000,1,11,10,10,True,0.9090909090909091,1,0.09090909090909091,3590.181818181818
256,25,-0.02,0.7,0.9,-0.1,0.1,0.5,50000,1,18,10,10,True,0.5555555555555556,7,0.3888888888888889,2811.3333333333335
266,26,-0.02,0.7,0.9,0.0,0.1,0.75,50000,1,28,10,10,True,0.35714285714285715,18,0.6428571428571429,1954.357142857143
276,27,-0.02,0.7,0.97,-0.25,0.25,0.25,50000,1,16,10,10,True,0.625,6,0.375,3079.8125
286,28,-0.02,0.7,0.97,-0.1,0.25,0.5,50000,1,77,10,10,True,0.12987012987012986,66,0.8571428571428571,992.7272727272727
296,29,-0.02,0.7,0.97,0.0,0.25,0.75,50000,1,190,10,10,True,0.05263157894736842,180,0.9473684210526315,377.16315789473686
306,30,-0.02,0.7,0.995,-0.1,0.0,0.25,50000,1,16,10,10,True,0.625,5,0.3125,2781.6875
316,31,-0.02,0.7,0.995,0.0,0.0,0.5,50000,1,25,10,10,True,0.4,14,0.56,2055.44
326,32,-0.02,0.85,0.9,-0.25,0.0,0.75,50000,1,38,10,10,True,0.2631578947368421,28,0.7368421052631579,1543.1315789473683
336,33,-0.02,0.85,0.9,-0.1,0.1,0.25,50000,1,23,10,10,True,0.43478260869565216,13,0.5652173913043478,1797.0
346,34,-0.02,0.85,0.9,0.0,0.1,0.5,50000,1,50,10,10,True,0.2,40,0.8,1195.3
356,35,-0.02,0.85,0.97,-0.25,0.1,0.75,50000,1,152,10,10,True,0.06578947368421052,141,0.9276315789473685,578.5921052631579
366,36,-0.02,0.85,0.97,-0.1,0.25,0.25,50000,1,81,10,10,True,0.12345679012345678,70,0.8641975308641975,763.2469135802469
376,37,-0.02,0.85,0.97,0.0,0.25,0.5,50000,1,309,10,10,True,0.032362459546925564,299,0.9676375404530745,235.48543689320388
386,38,-0.02,0.85,0.995,-0.25,0.25,0.75,50000,1,452,10,10,True,0.022123893805309734,442,0.9778761061946902,199.38053097345133
396,39,-0.02,0.85,0.995,0.0,0.0,0.25,50000,1,52,10,10,True,0.19230769230769232,42,0.8076923076923077,794.2884615384615
406,40,-0.02,1.0,0.9,-0.25,0.0,0.5,50000,1,24,10,10,True,0.4166666666666667,14,0.5833333333333334,2017.75
416,41,-0.02,1.0,0.9,-0.1,0.0,0.75,50000,1,45,10,10,True,0.2222222222222222,35,0.7777777777777778,1165.2666666666667
426,42,-0.02,1.0,0.9,0.0,0.1,0.25,50000,1,58,10,10,True,0.1724137931034483,48,0.8275862068965517,1010.3620689655172
436,43,-0.02,1.0,0.97,-0.25,0.1,0.5,50000,1,48,10,10,True,0.20833333333333334,38,0.7916666666666666,969.1458333333334
446,44,-0.02,1.0,0.97,-0.1,0.1,0.75,50000,1,169,10,10,True,0.05917159763313609,158,0.9349112426035503,388.6390532544379
456,45,-0.02,1.0,0.97,0.0,0.25,0.25,50000,1,149,10,10,True,0.06711409395973154,139,0.9328859060402684,386.76510067114094
466,46,-0.02,1.0,0.995,-0.25,0.25,0.5,50000,1,77,10,10,True,0.12987012987012986,66,0.8571428571428571,731.5194805194806
476,47,-0.02,1.0,0.995,-0.1,0.25,0.75,50000,1,281,10,10,True,0.03558718861209965,271,0.9644128113879004,225.46975088967972
486,48,0.0,0.7,0.9,-0.25,0.0,0.25,50000,1,11,10,10,True,0.9090909090909091,1,0.09090909090909091,3491.7272727272725
496,49,0.0,0.7,0.9,-0.1,0.0,0.5,50000,1,15,10,10,True,0.6666666666666666,5,0.3333333333333333,2728.0666666666666
506,50,0.0,0.7,0.9,0.0,0.0,0.75,50000,1,18,10,10,True,0.5555555555555556,8,0.4444444444444444,2494.6111111111113
516,51,0.0,0.7,0.97,-0.25,0.1,0.25,50000,1,15,10,10,True,0.6666666666666666,4,0.26666666666666666,3036.133333333333
526,52,0.0,0.7,0.97,-0.1,0.1,0.5,50000,1,38,10,10,True,0.2631578947368421,28,0.7368421052631579,1634.4473684210527
536,53,0.0,0.7,0.97,0.0,0.1,0.75,50000,1,50,10,10,True,0.2,40,0.8,1030.24
546,54,0.0,0.7,0.995,-0.25,0.25,0.25,50000,1,16,10,10,True,0.625,6,0.375,2654.3125
556,55,0.0,0.7,0.995,-0.1,0.25,0.5,50000,1,140,10,10,True,0.07142857142857142,130,0.9285714285714286,572.0714285714286
566,56,0.0,0.7,0.995,0.0,0.25,0.75,50000,1,149,10,10,True,0.06711409395973154,139,0.9328859060402684,329.3959731543624
576,57,0.0,0.85,0.9,-0.1,0.0,0.25,50000,1,23,10,10,True,0.43478260869565216,13,0.5652173913043478,1858.0869565217392
586,58,0.0,0.85,0.9,0.0,0.0,0.5,50000,1,43,10,10,True,0.23255813953488372,32,0.7441860465116279,1368.9767441860465
596,59,0.0,0.85,0.97,-0.25,0.0,0.75,50000,1,50,10,10,True,0.2,40,0.8,1018.88
606,60,0.0,0.85,0.97,-0.1,0.1,0.25,50000,1,50,10,10,True,0.2,40,0.8,989.34
616,61,0.0,0.85,0.97,0.0,0.1,0.5,50000,1,149,10,10,True,0.06711409395973154,139,0.9328859060402684,461.5234899328859
626,62,0.0,0.85,0.995,-0.25,0.1,0.75,50000,1,150,10,10,True,0.06666666666666667,138,0.92,485.3933333333333
636,63,0.0,0.85,0.995,-0.1,0.25,0.25,50000,1,77,10,10,True,0.12987012987012986,67,0.8701298701298701,650.3116883116883
646,64,0.0,0.85,0.995,0.0,0.25,0.5,50000,1,290,10,10,True,0.034482758620689655,280,0.9655172413793104,199.3448275862069
656,65,0.0,1.0,0.9,-0.25,0.25,0.75,50000,1,50,10,10,True,0.2,40,0.8,1117.68
666,66,0.0,1.0,0.9,0.0,0.0,0.25,50000,1,50,10,10,True,0.2,38,0.76,1101.32
676,67,0.0,1.0,0.97,-0.25,0.0,0.5,50000,1,25,10,10,True,0.4,15,0.6,1609.72
686,68,0.0,1.0,0.97,-0.1,0.0,0.75,50000,1,51,10,10,True,0.19607843137254902,41,0.803921568627451,890.2352941176471
696,69,0.0,1.0,0.97,0.0,0.1,0.25,50000,1,169,10,10,True,0.05917159763313609,159,0.9408284023668639,418.4733727810651
706,70,0.0,1.0,0.995,-0.25,0.1,0.5,50000,1,50,10,10,True,0.2,40,0.8,979.64
716,71,0.0,1.0,0.995,-0.1,0.1,0.75,50000,1,190,10,10,True,0.05263157894736842,178,0.9368421052631579,330.66315789473686
726,72,0.0,1.0,0.995,0.0,0.25,0.25,50000,1,169,10,10,True,0.05917159763313609,159,0.9408284023668639,353.9940828402367
