candidate_index,local_index,fresh_negative,fresh_positive,fresh_p_positive,previous_negative,previous_positive,previous_p_positive,shots,repeats,trials,logical_failures,target_logical_errors,stopped_early,logical_failure_rate,converged,convergence_rate,mean_iterations
213,21,-0.1,1.0,0.97,0.0,0.25,0.25,50000,1,149,10,10,True,0.06711409395973154,139,0.9328859060402684,477.38926174496646
223,22,-0.1,1.0,0.995,-0.25,0.25,0.5,50000,1,77,10,10,True,0.12987012987012986,66,0.8571428571428571,756.6233766233767
233,23,-0.1,1.0,0.995,-0.1,0.25,0.75,50000,1,281,10,10,True,0.03558718861209965,271,0.9644128113879004,219.73665480427047
243,24,-0.02,0.7,0.9,-0.25,0.0,0.25,50000,1,10,10,10,True,1.0,0,0.0,3680.0
253,25,-0.02,0.7,0.9,-0.1,0.0,0.5,50000,1,14,10,10,True,0.7142857142857143,4,0.2857142857142857,3091.3571428571427
263,26,-0.02,0.7,0.9,0.0,0.0,0.75,50000,1,16,10,10,True,0.625,6,0.375,2877.125
273,27,-0.02,0.7,0.97,-0.25,0.1,0.25,50000,1,12,10,10,True,0.8333333333333334,2,0.16666666666666666,3268.8333333333335
283,28,-0.02,0.7,0.97,-0.1,0.1,0.5,50000,1,40,10,10,True,0.25,29,0.725,1433.275
293,29,-0.02,0.7,0.97,0.0,0.1,0.75,50000,1,50,10,10,True,0.2,38,0.76,1085.3
303,30,-0.02,0.7,0.995,-0.25,0.25,0.25,50000,1,21,10,10,True,0.47619047619047616,11,0.5238095238095238,2099.904761904762
313,31,-0.02,0.7,0.995,-0.1,0.25,0.5,50000,1,53,10,10,True,0.18867924528301888,43,0.8113207547169812,1020.2452830188679
323,32,-0.02,0.7,0.995,0.0,0.25,0.75,50000,1,149,10,10,True,0.06711409395973154,139,0.9328859060402684,369.30872483221475
333,33,-0.02,0.85,0.9,-0.1,0.0,0.25,50000,1,27,10,10,True,0.37037037037037035,17,0.6296296296296297,1905.6666666666667
343,34,-0.02,0.85,0.9,0.0,0.0,0.5,50000,1,43,10,10,True,0.23255813953488372,32,0.7441860465116279,1336.0
353,35,-0.02,0.85,0.97,-0.25,0.0,0.75,50000,1,51,10,10,True,0.19607843137254902,41,0.803921568627451,1074.6666666666667
363,36,-0.02,0.85,0.97,-0.1,0.1,0.25,50000,1,50,10,10,True,0.2,40,0.8,1012.68
373,37,-0.02,0.85,0.97,0.0,0.1,0.5,50000,1,124,10,10,True,0.08064516129032258,114,0.9193548387096774,440.6774193548387
383,38,-0.02,0.85,0.995,-0.25,0.1,0.75,50000,1,77,10,10,True,0.12987012987012986,67,0.8701298701298701,570.8051948051948
393,39,-0.02,0.85,0.995,-0.1,0.25,0.25,50000,1,77,10,10,True,0.12987012987012986,67,0.8701298701298701,631.987012987013
403,40,-0.02,0.85,0.995,0.0,0.25,0.5,50000,1,309,10,10,True,0.032362459546925564,299,0.9676375404530745,217.18122977346277
413,41,-0.02,1.0,0.9,-0.25,0.25,0.75,50000,1,49,10,10,True,0.20408163265306123,39,0.7959183673469388,1105.2448979591836
423,42,-0.02,1.0,0.9,0.0,0.0,0.25,50000,1,49,10,10,True,0.20408163265306123,39,0.7959183673469388,1149.0816326530612
433,43,-0.02,1.0,0.97,-0.25,0.0,0.5,50000,1,44,10,10,True,0.22727272727272727,33,0.75,1300.6818181818182
443,44,-0.02,1.0,0.97,-0.1,0.0,0.75,50000,1,81,10,10,True,0.12345679012345678,70,0.8641975308641975,750.1111111111111
453,45,-0.02,1.0,0.97,0.0,0.1,0.25,50000,1,140,10,10,True,0.07142857142857142,129,0.9214285714285714,501.6
463,46,-0.02,1.0,0.995,-0.25,0.1,0.5,50000,1,52,10,10,True,0.19230769230769232,40,0.7692307692307693,1066.4038461538462
473,47,-0.02,1.0,0.995,-0.1,0.1,0.75,50000,1,157,10,10,True,0.06369426751592357,147,0.9363057324840764,385.94267515923565
483,48,-0.02,1.0,0.995,0.0,0.25,0.25,50000,1,152,10,10,True,0.06578947368421052,142,0.9342105263157895,354.88157894736844
493,49,0.0,0.7,0.9,-0.25,0.25,0.5,50000,1,20,10,10,True,0.5,10,0.5,2446.5
503,50,0.0,0.7,0.9,-0.1,0.25,0.75,50000,1,46,10,10,True,0.21739130434782608,36,0.782608695652174,1137.8695652173913
513,51,0.0,0.7,0.97,-0.25,0.0,0.25,50000,1,12,10,10,True,0.8333333333333334,2,0.16666666666666666,3268.8333333333335
523,52,0.0,0.7,0.97,-0.1,0.0,0.5,50000,1,24,10,10,True,0.4166666666666667,13,0.5416666666666666,2131.0416666666665
533,53,0.0,0.7,0.97,0.0,0.0,0.75,50000,1,28,10,10,True,0.35714285714285715,17,0.6071428571428571,1937.607142857143
543,54,0.0,0.7,0.995,-0.25,0.1,0.25,50000,1,12,10,10,True,0.8333333333333334,2,0.16666666666666666,3081.1666666666665
553,55,0.0,0.7,0.995,-0.1,0.1,0.5,50000,1,48,10,10,True,0.20833333333333334,36,0.75,1378.2916666666667
563,56,0.0,0.7,0.995,0.0,0.1,0.75,50000,1,50,10,10,True,0.2,39,0.78,1041.76
573,57,0.0,0.85,0.9,-0.25,0.25,0.25,50000,1,21,10,10,True,0.47619047619047616,10,0.47619047619047616,2683.809523809524
583,58,0.0,0.85,0.9,-0.1,0.25,0.5,50000,1,55,10,10,True,0.18181818181818182,44,0.8,1305.3090909090909
593,59,0.0,0.85,0.9,0.0,0.25,0.75,50000,1,81,10,10,True,0.12345679012345678,71,0.8765432098765432,826.4444444444445
603,60,0.0,0.85,0.97,-0.1,0.0,0.25,50000,1,46,10,10,True,0.21739130434782608,35,0.7608695652173914,1135.3260869565217
613,61,0.0,0.85,0.97,0.0,0.0,0.5,50000,1,72,10,10,True,0.1388888888888889,62,0.8611111111111112,705.4444444444445
623,62,0.0,0.85,0.995,-0.25,0.0,0.75,50000,1,52,10,10,True,0.19230769230769232,42,0.8076923076923077,968.9423076923077
633,63,0.0,0.85,0.995,-0.1,0.1,0.25,50000,1,49,10,10,True,0.20408163265306123,39,0.7959183673469388,862.1428571428571
643,64,0.0,0.85,0.995,0.0,0.1,0.5,50000,1,140,10,10,True,0.07142857142857142,129,0.9214285714285714,422.5785714285714
653,65,0.0,1.0,0.9,-0.25,0.1,0.75,50000,1,50,10,10,True,0.2,40,0.8,1139.8
663,66,0.0,1.0,0.9,-0.1,0.25,0.25,50000,1,46,10,10,True,0.21739130434782608,36,0.782608695652174,1296.3695652173913
673,67,0.0,1.0,0.9,0.0,0.25,0.5,50000,1,81,10,10,True,0.12345679012345678,70,0.8641975308641975,854.1604938271605
683,68,0.0,1.0,0.97,-0.25,0.25,0.75,50000,1,157,10,10,True,0.06369426751592357,147,0.9363057324840764,381.8407643312102
693,69,0.0,1.0,0.97,0.0,0.0,0.25,50000,1,124,10,10,True,0.08064516129032258,114,0.9193548387096774,511.1532258064516
703,70,0.0,1.0,0.995,-0.25,0.0,0.5,50000,1,27,10,10,True,0.37037037037037035,17,0.6296296296296297,1505.2222222222222
713,71,0.0,1.0,0.995,-0.1,0.0,0.75,50000,1,50,10,10,True,0.2,40,0.8,867.62
723,72,0.0,1.0,0.995,0.0,0.1,0.25,50000,1,149,10,10,True,0.06711409395973154,139,0.9328859060402684,350.06040268456377
