candidate_index,local_index,fresh_negative,fresh_positive,fresh_p_positive,previous_negative,previous_positive,previous_p_positive,shots,repeats,trials,logical_failures,target_logical_errors,stopped_early,logical_failure_rate,converged,convergence_rate,mean_iterations
161,16,-0.1,0.85,0.995,0.0,0.25,0.75,50000,1,457,10,10,True,0.02188183807439825,447,0.9781181619256017,187.59080962800874
171,17,-0.1,1.0,0.9,-0.1,0.0,0.25,50000,1,27,10,10,True,0.37037037037037035,17,0.6296296296296297,2071.3703703703704
181,18,-0.1,1.0,0.9,0.0,0.0,0.5,50000,1,46,10,10,True,0.21739130434782608,36,0.782608695652174,1101.2608695652175
191,19,-0.1,1.0,0.97,-0.25,0.0,0.75,50000,1,48,10,10,True,0.20833333333333334,38,0.7916666666666666,948.6875
201,20,-0.1,1.0,0.97,-0.1,0.1,0.25,50000,1,62,10,10,True,0.16129032258064516,52,0.8387096774193549,847.483870967742
211,21,-0.1,1.0,0.97,0.0,0.1,0.5,50000,1,157,10,10,True,0.06369426751592357,146,0.9299363057324841,435.02547770700636
221,22,-0.1,1.0,0.995,-0.25,0.1,0.75,50000,1,124,10,10,True,0.08064516129032258,114,0.9193548387096774,452.8225806451613
231,23,-0.1,1.0,0.995,-0.1,0.25,0.25,50000,1,81,10,10,True,0.12345679012345678,71,0.8765432098765432,627.5802469135803
241,24,-0.1,1.0,0.995,0.0,0.25,0.5,50000,1,309,10,10,True,0.032362459546925564,298,0.9644012944983819,231.1747572815534
251,25,-0.02,0.7,0.9,-0.25,0.25,0.75,50000,1,43,10,10,True,0.23255813953488372,32,0.7441860465116279,1637.3720930232557
261,26,-0.02,0.7,0.9,0.0,0.0,0.25,50000,1,14,10,10,True,0.7142857142857143,4,0.2857142857142857,2917.214285714286
271,27,-0.02,0.7,0.97,-0.25,0.0,0.5,50000,1,16,10,10,True,0.625,5,0.3125,2955.0
281,28,-0.02,0.7,0.97,-0.1,0.0,0.75,50000,1,25,10,10,True,0.4,13,0.52,2164.36
291,29,-0.02,0.7,0.97,0.0,0.1,0.25,50000,1,45,10,10,True,0.2222222222222222,35,0.7777777777777778,1276.4444444444443
301,30,-0.02,0.7,0.995,-0.25,0.1,0.5,50000,1,25,10,10,True,0.4,14,0.56,1917.52
311,31,-0.02,0.7,0.995,-0.1,0.1,0.75,50000,1,46,10,10,True,0.21739130434782608,35,0.7608695652173914,1018.8695652173913
321,32,-0.02,0.7,0.995,0.0,0.25,0.25,50000,1,72,10,10,True,0.1388888888888889,62,0.8611111111111112,807.4305555555555
331,33,-0.02,0.85,0.9,-0.25,0.25,0.5,50000,1,27,10,10,True,0.37037037037037035,17,0.6296296296296297,1849.2962962962963
341,34,-0.02,0.85,0.9,-0.1,0.25,0.75,50000,1,63,10,10,True,0.15873015873015872,53,0.8412698412698413,950.6349206349206
351,35,-0.02,0.85,0.97,-0.25,0.0,0.25,50000,1,23,10,10,True,0.43478260869565216,13,0.5652173913043478,2070.8695652173915
361,36,-0.02,0.85,0.97,-0.1,0.0,0.5,50000,1,49,10,10,True,0.20408163265306123,39,0.7959183673469388,1017.1632653061224
371,37,-0.02,0.85,0.97,0.0,0.0,0.75,50000,1,77,10,10,True,0.12987012987012986,66,0.8571428571428571,869.8701298701299
381,38,-0.02,0.85,0.995,-0.25,0.1,0.25,50000,1,24,10,10,True,0.4166666666666667,14,0.5833333333333334,1835.4583333333333
391,39,-0.02,0.85,0.995,-0.1,0.1,0.5,50000,1,72,10,10,True,0.1388888888888889,62,0.8611111111111112,615.8611111111111
401,40,-0.02,0.85,0.995,0.0,0.1,0.75,50000,1,149,10,10,True,0.06711409395973154,139,0.9328859060402684,353.46308724832215
411,41,-0.02,1.0,0.9,-0.25,0.25,0.25,50000,1,21,10,10,True,0.47619047619047616,11,0.5238095238095238,2430.4761904761904
421,42,-0.02,1.0,0.9,-0.1,0.25,0.5,50000,1,49,10,10,True,0.20408163265306123,38,0.7755102040816326,1154.1020408163265
431,43,-0.02,1.0,0.9,0.0,0.25,0.75,50000,1,50,10,10,True,0.2,40,0.8,960.28
441,44,-0.02,1.0,0.97,-0.1,0.0,0.25,50000,1,50,10,10,True,0.2,38,0.76,1143.22
451,45,-0.02,1.0,0.97,0.0,0.0,0.5,50000,1,77,10,10,True,0.12987012987012986,66,0.8571428571428571,741.1558441558442
461,46,-0.02,1.0,0.995,-0.25,0.0,0.75,50000,1,50,10,10,True,0.2,40,0.8,844.22
471,47,-0.02,1.0,0.995,-0.1,0.1,0.25,50000,1,55,10,10,True,0.18181818181818182,45,0.8181818181818182,981.9090909090909
481,48,-0.02,1.0,0.995,0.0,0.1,0.5,50000,1,150,10,10,True,0.06666666666666667,139,0.9266666666666666,350.9866666666667
491,49,0.0,0.7,0.9,-0.25,0.1,0.75,50000,1,18,10,10,True,0.5555555555555556,8,0.4444444444444444,2409.777777777778
501,50,0.0,0.7,0.9,-0.1,0.25,0.25,50000,1,16,10,10,True,0.625,6,0.375,2730.3125
511,51,0.0,0.7,0.9,0.0,0.25,0.5,50000,1,40,10,10,True,0.25,30,0.75,1333.3
521,52,0.0,0.7,0.97,-0.25,0.25,0.75,50000,1,124,10,10,True,0.08064516129032258,114,0.9193548387096774,578.75
531,53,0.0,0.7,0.97,0.0,0.0,0.25,50000,1,25,10,10,True,0.4,14,0.56,1788.0
541,54,0.0,0.7,0.995,-0.25,0.0,0.5,50000,1,16,10,10,True,0.625,5,0.3125,2755.875
551,55,0.0,0.7,0.995,-0.1,0.0,0.75,50000,1,26,10,10,True,0.38461538461538464,13,0.5,2271.3846153846152
561,56,0.0,0.7,0.995,0.0,0.1,0.25,50000,1,46,10,10,True,0.21739130434782608,34,0.7391304347826086,1315.0869565217392
571,57,0.0,0.85,0.9,-0.25,0.1,0.5,50000,1,25,10,10,True,0.4,15,0.6,2028.6
581,58,0.0,0.85,0.9,-0.1,0.1,0.75,50000,1,49,10,10,True,0.20408163265306123,38,0.7755102040816326,1237.734693877551
591,59,0.0,0.85,0.9,0.0,0.25,0.25,50000,1,51,10,10,True,0.19607843137254902,40,0.7843137254901961,1204.2941176470588
601,60,0.0,0.85,0.97,-0.25,0.25,0.5,50000,1,81,10,10,True,0.12345679012345678,70,0.8641975308641975,765.2716049382716
611,61,0.0,0.85,0.97,-0.1,0.25,0.75,50000,1,319,10,10,True,0.03134796238244514,309,0.9686520376175548,235.4451410658307
621,62,0.0,0.85,0.995,-0.25,0.0,0.25,50000,1,23,10,10,True,0.43478260869565216,12,0.5217391304347826,2135.9565217391305
631,63,0.0,0.85,0.995,-0.1,0.0,0.5,50000,1,49,10,10,True,0.20408163265306123,39,0.7959183673469388,903.8163265306123
641,64,0.0,0.85,0.995,0.0,0.0,0.75,50000,1,72,10,10,True,0.1388888888888889,62,0.8611111111111112,724.6527777777778
651,65,0.0,1.0,0.9,-0.25,0.1,0.25,50000,1,21,10,10,True,0.47619047619047616,11,0.5238095238095238,2450.809523809524
661,66,0.0,1.0,0.9,-0.1,0.1,0.5,50000,1,49,10,10,True,0.20408163265306123,39,0.7959183673469388,1093.9591836734694
671,67,0.0,1.0,0.9,0.0,0.1,0.75,50000,1,74,10,10,True,0.13513513513513514,64,0.8648648648648649,876.5135135135135
681,68,0.0,1.0,0.97,-0.25,0.25,0.25,50000,1,27,10,10,True,0.37037037037037035,17,0.6296296296296297,1627.0740740740741
691,69,0.0,1.0,0.97,-0.1,0.25,0.5,50000,1,169,10,10,True,0.05917159763313609,158,0.9349112426035503,428.14201183431953
701,70,0.0,1.0,0.97,0.0,0.25,0.75,50000,1,290,10,10,True,0.034482758620689655,280,0.9655172413793104,241.9
711,71,0.0,1.0,0.995,-0.1,0.0,0.25,50000,1,48,10,10,True,0.20833333333333334,38,0.7916666666666666,909.0208333333334
721,72,0.0,1.0,0.995,0.0,0.0,0.5,50000,1,81,10,10,True,0.12345679012345678,70,0.8641975308641975,609.6543209876543
