candidate_index,local_index,fresh_negative,fresh_positive,fresh_p_positive,previous_negative,previous_positive,previous_p_positive,shots,repeats,trials,logical_failures,target_logical_errors,stopped_early,logical_failure_rate,converged,convergence_rate,mean_iterations
382,38,-0.02,0.85,0.995,-0.25,0.1,0.5,50000,1,52,10,10,True,0.19230769230769232,42,0.8076923076923077,933.8461538461538
392,39,-0.02,0.85,0.995,-0.1,0.1,0.75,50000,1,124,10,10,True,0.08064516129032258,113,0.9112903225806451,434.4032258064516
402,40,-0.02,0.85,0.995,0.0,0.25,0.25,50000,1,169,10,10,True,0.05917159763313609,159,0.9408284023668639,359.396449704142
412,41,-0.02,1.0,0.9,-0.25,0.25,0.5,50000,1,40,10,10,True,0.25,30,0.75,1363.975
422,42,-0.02,1.0,0.9,-0.1,0.25,0.75,50000,1,51,10,10,True,0.19607843137254902,41,0.803921568627451,1060.1176470588234
432,43,-0.02,1.0,0.97,-0.25,0.0,0.25,50000,1,21,10,10,True,0.47619047619047616,11,0.5238095238095238,2214.4761904761904
442,44,-0.02,1.0,0.97,-0.1,0.0,0.5,50000,1,50,10,10,True,0.2,39,0.78,981.1
452,45,-0.02,1.0,0.97,0.0,0.0,0.75,50000,1,149,10,10,True,0.06711409395973154,137,0.9194630872483222,509.5838926174497
462,46,-0.02,1.0,0.995,-0.25,0.1,0.25,50000,1,24,10,10,True,0.4166666666666667,14,0.5833333333333334,2002.2916666666667
472,47,-0.02,1.0,0.995,-0.1,0.1,0.5,50000,1,140,10,10,True,0.07142857142857142,129,0.9214285714285714,427.45
482,48,-0.02,1.0,0.995,0.0,0.1,0.75,50000,1,157,10,10,True,0.06369426751592357,146,0.9299363057324841,363.0
492,49,0.0,0.7,0.9,-0.25,0.25,0.25,50000,1,11,10,10,True,0.9090909090909091,1,0.09090909090909091,3441.7272727272725
502,50,0.0,0.7,0.9,-0.1,0.25,0.5,50000,1,23,10,10,True,0.43478260869565216,13,0.5652173913043478,2060.4347826086955
512,51,0.0,0.7,0.9,0.0,0.25,0.75,50000,1,49,10,10,True,0.20408163265306123,39,0.7959183673469388,1288.4285714285713
522,52,0.0,0.7,0.97,-0.1,0.0,0.25,50000,1,18,10,10,True,0.5555555555555556,8,0.4444444444444444,2383.722222222222
532,53,0.0,0.7,0.97,0.0,0.0,0.5,50000,1,25,10,10,True,0.4,15,0.6,1825.72
542,54,0.0,0.7,0.995,-0.25,0.0,0.75,50000,1,21,10,10,True,0.47619047619047616,11,0.5238095238095238,1997.857142857143
552,55,0.0,0.7,0.995,-0.1,0.1,0.25,50000,1,23,10,10,True,0.43478260869565216,11,0.4782608695652174,2357.6521739130435
562,56,0.0,0.7,0.995,0.0,0.1,0.5,50000,1,50,10,10,True,0.2,39,0.78,1102.78
572,57,0.0,0.85,0.9,-0.25,0.1,0.75,50000,1,48,10,10,True,0.20833333333333334,38,0.7916666666666666,1211.0416666666667
582,58,0.0,0.85,0.9,-0.1,0.25,0.25,50000,1,45,10,10,True,0.2222222222222222,35,0.7777777777777778,1467.8444444444444
592,59,0.0,0.85,0.9,0.0,0.25,0.5,50000,1,115,10,10,True,0.08695652173913043,105,0.9130434782608695,726.695652173913
602,60,0.0,0.85,0.97,-0.25,0.25,0.75,50000,1,377,10,10,True,0.026525198938992044,366,0.9708222811671088,261.3050397877984
612,61,0.0,0.85,0.97,0.0,0.0,0.25,50000,1,72,10,10,True,0.1388888888888889,61,0.8472222222222222,773.8055555555555
622,62,0.0,0.85,0.995,-0.25,0.0,0.5,50000,1,40,10,10,True,0.25,30,0.75,1281.525
632,63,0.0,0.85,0.995,-0.1,0.0,0.75,50000,1,52,10,10,True,0.19230769230769232,41,0.7884615384615384,912.2692307692307
642,64,0.0,0.85,0.995,0.0,0.1,0.25,50000,1,127,10,10,True,0.07874015748031496,116,0.9133858267716536,486.51181102362204
652,65,0.0,1.0,0.9,-0.25,0.1,0.5,50000,1,27,10,10,True,0.37037037037037035,17,0.6296296296296297,1617.148148148148
662,66,0.0,1.0,0.9,-0.1,0.1,0.75,50000,1,55,10,10,True,0.18181818181818182,45,0.8181818181818182,980.6363636363636
672,67,0.0,1.0,0.9,0.0,0.25,0.25,50000,1,58,10,10,True,0.1724137931034483,48,0.8275862068965517,1040.9137931034484
682,68,0.0,1.0,0.97,-0.25,0.25,0.5,50000,1,74,10,10,True,0.13513513513513514,63,0.8513513513513513,898.8243243243244
692,69,0.0,1.0,0.97,-0.1,0.25,0.75,50000,1,190,10,10,True,0.05263157894736842,179,0.9421052631578948,380.8263157894737
702,70,0.0,1.0,0.995,-0.25,0.0,0.25,50000,1,17,10,10,True,0.5882352941176471,7,0.4117647058823529,2379.3529411764707
712,71,0.0,1.0,0.995,-0.1,0.0,0.5,50000,1,48,10,10,True,0.20833333333333334,38,0.7916666666666666,817.5
722,72,0.0,1.0,0.995,0.0,0.0,0.75,50000,1,81,10,10,True,0.12345679012345678,71,0.8765432098765432,620.074074074074
