candidate_index,local_index,fresh_negative,fresh_positive,fresh_p_positive,previous_negative,previous_positive,previous_p_positive,shots,repeats,trials,logical_failures,target_logical_errors,stopped_early,logical_failure_rate,converged,convergence_rate,mean_iterations
144,14,-0.1,0.85,0.995,-0.1,0.0,0.25,50000,1,46,10,10,True,0.21739130434782608,35,0.7608695652173914,1147.3695652173913
154,15,-0.1,0.85,0.995,0.0,0.0,0.5,50000,1,72,10,10,True,0.1388888888888889,62,0.8611111111111112,690.5694444444445
164,16,-0.1,1.0,0.9,-0.25,0.0,0.75,50000,1,27,10,10,True,0.37037037037037035,17,0.6296296296296297,1924.851851851852
174,17,-0.1,1.0,0.9,-0.1,0.1,0.25,50000,1,29,10,10,True,0.3448275862068966,19,0.6551724137931034,1741.1724137931035
184,18,-0.1,1.0,0.9,0.0,0.1,0.5,50000,1,46,10,10,True,0.21739130434782608,36,0.782608695652174,1281.7608695652175
194,19,-0.1,1.0,0.97,-0.25,0.1,0.75,50000,1,81,10,10,True,0.12345679012345678,71,0.8765432098765432,733.8271604938271
204,20,-0.1,1.0,0.97,-0.1,0.25,0.25,50000,1,77,10,10,True,0.12987012987012986,67,0.8701298701298701,809.2597402597403
214,21,-0.1,1.0,0.97,0.0,0.25,0.5,50000,1,157,10,10,True,0.06369426751592357,147,0.9363057324840764,374.10828025477707
224,22,-0.1,1.0,0.995,-0.25,0.25,0.75,50000,1,185,10,10,True,0.05405405405405406,175,0.9459459459459459,302.46486486486486
234,23,-0.1,1.0,0.995,0.0,0.0,0.25,50000,1,124,10,10,True,0.08064516129032258,113,0.9112903225806451,480.3467741935484
244,24,-0.02,0.7,0.9,-0.25,0.0,0.5,50000,1,10,10,10,True,1.0,0,0.0,3680.0
254,25,-0.02,0.7,0.9,-0.1,0.0,0.75,50000,1,16,10,10,True,0.625,6,0.375,2630.0
264,26,-0.02,0.7,0.9,0.0,0.1,0.25,50000,1,21,10,10,True,0.47619047619047616,9,0.42857142857142855,2451.285714285714
274,27,-0.02,0.7,0.97,-0.25,0.1,0.5,50000,1,24,10,10,True,0.4166666666666667,13,0.5416666666666666,2300.0
284,28,-0.02,0.7,0.97,-0.1,0.1,0.75,50000,1,49,10,10,True,0.20408163265306123,38,0.7755102040816326,1169.3061224489795
294,29,-0.02,0.7,0.97,0.0,0.25,0.25,50000,1,51,10,10,True,0.19607843137254902,41,0.803921568627451,1057.3725490196077
304,30,-0.02,0.7,0.995,-0.25,0.25,0.5,50000,1,50,10,10,True,0.2,40,0.8,1122.3
314,31,-0.02,0.7,0.995,-0.1,0.25,0.75,50000,1,202,10,10,True,0.04950495049504951,192,0.9504950495049505,341.7277227722772
324,32,-0.02,0.85,0.9,-0.25,0.0,0.25,50000,1,13,10,10,True,0.7692307692307693,3,0.23076923076923078,3129.769230769231
334,33,-0.02,0.85,0.9,-0.1,0.0,0.5,50000,1,27,10,10,True,0.37037037037037035,17,0.6296296296296297,1807.5555555555557
344,34,-0.02,0.85,0.9,0.0,0.0,0.75,50000,1,40,10,10,True,0.25,30,0.75,1300.725
354,35,-0.02,0.85,0.97,-0.25,0.1,0.25,50000,1,23,10,10,True,0.43478260869565216,13,0.5652173913043478,1886.5652173913043
364,36,-0.02,0.85,0.97,-0.1,0.1,0.5,50000,1,83,10,10,True,0.12048192771084337,73,0.8795180722891566,786.0120481927711
374,37,-0.02,0.85,0.97,0.0,0.1,0.75,50000,1,169,10,10,True,0.05917159763313609,159,0.9408284023668639,382.7396449704142
384,38,-0.02,0.85,0.995,-0.25,0.25,0.25,50000,1,46,10,10,True,0.21739130434782608,36,0.782608695652174,1113.4130434782608
394,39,-0.02,0.85,0.995,-0.1,0.25,0.5,50000,1,278,10,10,True,0.03597122302158273,268,0.9640287769784173,232.9748201438849
404,40,-0.02,0.85,0.995,0.0,0.25,0.75,50000,1,335,10,10,True,0.029850746268656716,324,0.9671641791044776,198.17014925373135
414,41,-0.02,1.0,0.9,-0.1,0.0,0.25,50000,1,43,10,10,True,0.23255813953488372,33,0.7674418604651163,1294.5348837209303
424,42,-0.02,1.0,0.9,0.0,0.0,0.5,50000,1,46,10,10,True,0.21739130434782608,36,0.782608695652174,1179.5652173913043
434,43,-0.02,1.0,0.97,-0.25,0.0,0.75,50000,1,46,10,10,True,0.21739130434782608,35,0.7608695652173914,981.9782608695652
444,44,-0.02,1.0,0.97,-0.1,0.1,0.25,50000,1,51,10,10,True,0.19607843137254902,41,0.803921568627451,976.0980392156863
454,45,-0.02,1.0,0.97,0.0,0.1,0.5,50000,1,152,10,10,True,0.06578947368421052,141,0.9276315789473685,440.49342105263156
464,46,-0.02,1.0,0.995,-0.25,0.1,0.75,50000,1,81,10,10,True,0.12345679012345678,71,0.8765432098765432,599.8024691358024
474,47,-0.02,1.0,0.995,-0.1,0.25,0.25,50000,1,140,10,10,True,0.07142857142857142,129,0.9214285714285714,470.76428571428573
484,48,-0.02,1.0,0.995,0.0,0.25,0.5,50000,1,300,10,10,True,0.03333333333333333,289,0.9633333333333334,208.78666666666666
494,49,0.0,0.7,0.9,-0.25,0.25,0.75,50000,1,49,10,10,True,0.20408163265306123,38,0.7755102040816326,1628.9591836734694
504,50,0.0,0.7,0.9,0.0,0.0,0.25,50000,1,15,10,10,True,0.6666666666666666,5,0.3333333333333333,2761.733333333333
514,51,0.0,0.7,0.97,-0.25,0.0,0.5,50000,1,14,10,10,True,0.7142857142857143,4,0.2857142857142857,2720.5
524,52,0.0,0.7,0.97,-0.1,0.0,0.75,50000,1,23,10,10,True,0.43478260869565216,12,0.5217391304347826,1969.695652173913
534,53,0.0,0.7,0.97,0.0,0.1,0.25,50000,1,46,10,10,True,0.21739130434782608,35,0.7608695652173914,1390.2173913043478
544,54,0.0,0.7,0.995,-0.25,0.1,0.5,50000,1,24,10,10,True,0.4166666666666667,14,0.5833333333333334,2065.6666666666665
554,55,0.0,0.7,0.995,-0.1,0.1,0.75,50000,1,48,10,10,True,0.20833333333333334,37,0.7708333333333334,977.2083333333334
564,56,0.0,0.7,0.995,0.0,0.25,0.25,50000,1,53,10,10,True,0.18867924528301888,42,0.7924528301886793,1002.8867924528302
574,57,0.0,0.85,0.9,-0.25,0.25,0.5,50000,1,42,10,10,True,0.23809523809523808,32,0.7619047619047619,1407.2857142857142
584,58,0.0,0.85,0.9,-0.1,0.25,0.75,50000,1,140,10,10,True,0.07142857142857142,129,0.9214285714285714,697.3571428571429
594,59,0.0,0.85,0.97,-0.25,0.0,0.25,50000,1,23,10,10,True,0.43478260869565216,13,0.5652173913043478,2116.086956521739
604,60,0.0,0.85,0.97,-0.1,0.0,0.5,50000,1,50,10,10,True,0.2,40,0.8,1035.62
614,61,0.0,0.85,0.97,0.0,0.0,0.75,50000,1,53,10,10,True,0.18867924528301888,43,0.8113207547169812,917.1698113207547
624,62,0.0,0.85,0.995,-0.25,0.1,0.25,50000,1,25,10,10,True,0.4,15,0.6,1700.44
634,63,0.0,0.85,0.995,-0.1,0.1,0.5,50000,1,119,10,10,True,0.08403361344537816,107,0.8991596638655462,551.4957983193277
644,64,0.0,0.85,0.995,0.0,0.1,0.75,50000,1,152,10,10,True,0.06578947368421052,140,0.9210526315789473,394.7631578947368
654,65,0.0,1.0,0.9,-0.25,0.25,0.25,50000,1,20,10,10,True,0.5,10,0.5,2251.75
664,66,0.0,1.0,0.9,-0.1,0.25,0.5,50000,1,63,10,10,True,0.15873015873015872,52,0.8253968253968254,1073.0
674,67,0.0,1.0,0.9,0.0,0.25,0.75,50000,1,51,10,10,True,0.19607843137254902,41,0.803921568627451,934.5098039215686
684,68,0.0,1.0,0.97,-0.1,0.0,0.25,50000,1,49,10,10,True,0.20408163265306123,39,0.7959183673469388,1063.2857142857142
694,69,0.0,1.0,0.97,0.0,0.0,0.5,50000,1,124,10,10,True,0.08064516129032258,113,0.9112903225806451,497.25
704,70,0.0,1.0,0.995,-0.25,0.0,0.75,50000,1,49,10,10,True,0.20408163265306123,39,0.7959183673469388,815.6122448979592
714,71,0.0,1.0,0.995,-0.1,0.1,0.25,50000,1,49,10,10,True,0.20408163265306123,39,0.7959183673469388,850.8163265306123
724,72,0.0,1.0,0.995,0.0,0.1,0.5,50000,1,150,10,10,True,0.06666666666666667,140,0.9333333333333333,341.8933333333333
