candidate_index,local_index,fresh_negative,fresh_positive,fresh_p_positive,previous_negative,previous_positive,previous_p_positive,shots,repeats,trials,logical_failures,target_logical_errors,stopped_early,logical_failure_rate,converged,convergence_rate,mean_iterations,source_csv,source_shard
410,41,-0.02,1.0,0.9,-0.25,0.1,0.75,50000,1,49.0,10.0,10,True,0.2040816326530612,39,0.7959183673469388,1214.061224489796,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_0/grid_results.csv,0
117,11,-0.1,0.85,0.97,-0.1,0.0,0.25,50000,1,49.0,10.0,10,True,0.2040816326530612,38,0.7755102040816326,1214.1020408163265,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_7/grid_results.csv,7
581,58,0.0,0.85,0.9,-0.1,0.1,0.75,50000,1,49.0,10.0,10,True,0.2040816326530612,38,0.7755102040816326,1237.734693877551,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_1/grid_results.csv,1
512,51,0.0,0.7,0.9,0.0,0.25,0.75,50000,1,49.0,10.0,10,True,0.2040816326530612,39,0.7959183673469388,1288.428571428571,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_2/grid_results.csv,2
69,6,-0.1,0.7,0.995,-0.1,0.25,0.25,50000,1,49.0,10.0,10,True,0.2040816326530612,39,0.7959183673469388,1352.7755102040817,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_9/grid_results.csv,9
61,6,-0.1,0.7,0.995,-0.25,0.25,0.5,50000,1,49.0,10.0,10,True,0.2040816326530612,39,0.7959183673469388,1380.2857142857142,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_1/grid_results.csv,1
494,49,0.0,0.7,0.9,-0.25,0.25,0.75,50000,1,49.0,10.0,10,True,0.2040816326530612,38,0.7755102040816326,1628.9591836734694,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_4/grid_results.csv,4
712,71,0.0,1.0,0.995,-0.1,0.0,0.5,50000,1,48.0,10.0,10,True,0.2083333333333333,38,0.7916666666666666,817.5,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_2/grid_results.csv,2
711,71,0.0,1.0,0.995,-0.1,0.0,0.25,50000,1,48.0,10.0,10,True,0.2083333333333333,38,0.7916666666666666,909.0208333333334,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_1/grid_results.csv,1
191,19,-0.1,1.0,0.97,-0.25,0.0,0.75,50000,1,48.0,10.0,10,True,0.2083333333333333,38,0.7916666666666666,948.6875,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_1/grid_results.csv,1
436,43,-0.02,1.0,0.97,-0.25,0.1,0.5,50000,1,48.0,10.0,10,True,0.2083333333333333,38,0.7916666666666666,969.1458333333334,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_6/grid_results.csv,6
554,55,0.0,0.7,0.995,-0.1,0.1,0.75,50000,1,48.0,10.0,10,True,0.2083333333333333,37,0.7708333333333334,977.2083333333334,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_4/grid_results.csv,4
527,52,0.0,0.7,0.97,-0.1,0.1,0.75,50000,1,48.0,10.0,10,True,0.2083333333333333,37,0.7708333333333334,1007.3541666666666,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_7/grid_results.csv,7
430,43,-0.02,1.0,0.9,0.0,0.25,0.5,50000,1,48.0,10.0,10,True,0.2083333333333333,38,0.7916666666666666,1058.4375,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_0/grid_results.csv,0
77,7,-0.1,0.7,0.995,0.0,0.1,0.75,50000,1,48.0,10.0,10,True,0.2083333333333333,36,0.75,1075.6875,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_7/grid_results.csv,7
535,53,0.0,0.7,0.97,0.0,0.1,0.5,50000,1,48.0,10.0,10,True,0.2083333333333333,38,0.7916666666666666,1099.7708333333333,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_5/grid_results.csv,5
51,5,-0.1,0.7,0.97,0.0,0.25,0.25,50000,1,48.0,10.0,10,True,0.2083333333333333,38,0.7916666666666666,1136.3541666666667,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_1/grid_results.csv,1
545,54,0.0,0.7,0.995,-0.25,0.1,0.75,50000,1,48.0,10.0,10,True,0.2083333333333333,37,0.7708333333333334,1136.4791666666667,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_5/grid_results.csv,5
425,42,-0.02,1.0,0.9,0.0,0.0,0.75,50000,1,48.0,10.0,10,True,0.2083333333333333,38,0.7916666666666666,1137.9166666666667,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_5/grid_results.csv,5
141,14,-0.1,0.85,0.995,-0.25,0.25,0.25,50000,1,48.0,10.0,10,True,0.2083333333333333,37,0.7708333333333334,1159.0625,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_1/grid_results.csv,1
112,11,-0.1,0.85,0.97,-0.25,0.1,0.5,50000,1,48.0,10.0,10,True,0.2083333333333333,38,0.7916666666666666,1165.25,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_2/grid_results.csv,2
292,29,-0.02,0.7,0.97,0.0,0.1,0.5,50000,1,48.0,10.0,10,True,0.2083333333333333,36,0.75,1177.3333333333333,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_2/grid_results.csv,2
41,4,-0.1,0.7,0.97,-0.1,0.1,0.75,50000,1,48.0,10.0,10,True,0.2083333333333333,38,0.7916666666666666,1180.8333333333333,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_1/grid_results.csv,1
59,5,-0.1,0.7,0.995,-0.25,0.1,0.75,50000,1,48.0,10.0,10,True,0.2083333333333333,37,0.7708333333333334,1184.3333333333333,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_9/grid_results.csv,9
269,26,-0.02,0.7,0.9,0.0,0.25,0.75,50000,1,48.0,10.0,10,True,0.2083333333333333,37,0.7708333333333334,1196.5208333333333,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_9/grid_results.csv,9
572,57,0.0,0.85,0.9,-0.25,0.1,0.75,50000,1,48.0,10.0,10,True,0.2083333333333333,38,0.7916666666666666,1211.0416666666667,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_2/grid_results.csv,2
338,33,-0.02,0.85,0.9,-0.1,0.1,0.75,50000,1,48.0,10.0,10,True,0.2083333333333333,38,0.7916666666666666,1281.6041666666667,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_8/grid_results.csv,8
520,52,0.0,0.7,0.97,-0.25,0.25,0.5,50000,1,48.0,10.0,10,True,0.2083333333333333,38,0.7916666666666666,1329.8333333333333,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_0/grid_results.csv,0
104,10,-0.1,0.85,0.9,0.0,0.1,0.75,50000,1,48.0,10.0,10,True,0.2083333333333333,37,0.7708333333333334,1334.0833333333333,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_4/grid_results.csv,4
312,31,-0.02,0.7,0.995,-0.1,0.25,0.25,50000,1,48.0,10.0,10,True,0.2083333333333333,36,0.75,1340.7291666666667,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_2/grid_results.csv,2
170,17,-0.1,1.0,0.9,-0.25,0.25,0.75,50000,1,48.0,10.0,10,True,0.2083333333333333,37,0.7708333333333334,1374.9166666666667,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_0/grid_results.csv,0
555,55,0.0,0.7,0.995,-0.1,0.25,0.25,50000,1,48.0,10.0,10,True,0.2083333333333333,37,0.7708333333333334,1378.2291666666667,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_5/grid_results.csv,5
553,55,0.0,0.7,0.995,-0.1,0.1,0.5,50000,1,48.0,10.0,10,True,0.2083333333333333,36,0.75,1378.2916666666667,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_3/grid_results.csv,3
225,22,-0.1,1.0,0.995,-0.1,0.0,0.25,50000,1,46.0,10.0,10,True,0.217391304347826,36,0.782608695652174,875.0217391304348,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_5/grid_results.csv,5
145,14,-0.1,0.85,0.995,-0.1,0.0,0.5,50000,1,46.0,10.0,10,True,0.217391304347826,36,0.782608695652174,946.4130434782608,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_5/grid_results.csv,5
388,38,-0.02,0.85,0.995,-0.1,0.0,0.5,50000,1,46.0,10.0,10,True,0.217391304347826,35,0.7608695652173914,952.2608695652174,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_8/grid_results.csv,8
434,43,-0.02,1.0,0.97,-0.25,0.0,0.75,50000,1,46.0,10.0,10,True,0.217391304347826,35,0.7608695652173914,981.9782608695652,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_4/grid_results.csv,4
311,31,-0.02,0.7,0.995,-0.1,0.1,0.75,50000,1,46.0,10.0,10,True,0.217391304347826,35,0.7608695652173914,1018.8695652173913,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_1/grid_results.csv,1
360,36,-0.02,0.85,0.97,-0.1,0.0,0.25,50000,1,46.0,10.0,10,True,0.217391304347826,36,0.782608695652174,1053.4565217391305,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_0/grid_results.csv,0
181,18,-0.1,1.0,0.9,0.0,0.0,0.5,50000,1,46.0,10.0,10,True,0.217391304347826,36,0.782608695652174,1101.2608695652175,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_1/grid_results.csv,1
319,31,-0.02,0.7,0.995,0.0,0.1,0.5,50000,1,46.0,10.0,10,True,0.217391304347826,34,0.7391304347826086,1101.6304347826087,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_9/grid_results.csv,9
384,38,-0.02,0.85,0.995,-0.25,0.25,0.25,50000,1,46.0,10.0,10,True,0.217391304347826,36,0.782608695652174,1113.4130434782608,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_4/grid_results.csv,4
603,60,0.0,0.85,0.97,-0.1,0.0,0.25,50000,1,46.0,10.0,10,True,0.217391304347826,35,0.7608695652173914,1135.3260869565215,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_3/grid_results.csv,3
503,50,0.0,0.7,0.9,-0.1,0.25,0.75,50000,1,46.0,10.0,10,True,0.217391304347826,36,0.782608695652174,1137.8695652173913,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_3/grid_results.csv,3
144,14,-0.1,0.85,0.995,-0.1,0.0,0.25,50000,1,46.0,10.0,10,True,0.217391304347826,35,0.7608695652173914,1147.3695652173913,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_4/grid_results.csv,4
424,42,-0.02,1.0,0.9,0.0,0.0,0.5,50000,1,46.0,10.0,10,True,0.217391304347826,36,0.782608695652174,1179.5652173913045,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_4/grid_results.csv,4
659,65,0.0,1.0,0.9,-0.1,0.0,0.75,50000,1,46.0,10.0,10,True,0.217391304347826,36,0.782608695652174,1251.2608695652175,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_9/grid_results.csv,9
184,18,-0.1,1.0,0.9,0.0,0.1,0.5,50000,1,46.0,10.0,10,True,0.217391304347826,36,0.782608695652174,1281.7608695652175,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_4/grid_results.csv,4
663,66,0.0,1.0,0.9,-0.1,0.25,0.25,50000,1,46.0,10.0,10,True,0.217391304347826,36,0.782608695652174,1296.3695652173913,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_3/grid_results.csv,3
561,56,0.0,0.7,0.995,0.0,0.1,0.25,50000,1,46.0,10.0,10,True,0.217391304347826,34,0.7391304347826086,1315.0869565217392,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_1/grid_results.csv,1
260,26,-0.02,0.7,0.9,-0.1,0.25,0.75,50000,1,46.0,10.0,10,True,0.217391304347826,36,0.782608695652174,1328.2826086956522,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_0/grid_results.csv,0
588,58,0.0,0.85,0.9,0.0,0.1,0.25,50000,1,46.0,10.0,10,True,0.217391304347826,36,0.782608695652174,1343.0434782608695,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_8/grid_results.csv,8
275,27,-0.02,0.7,0.97,-0.25,0.1,0.75,50000,1,46.0,10.0,10,True,0.217391304347826,34,0.7391304347826086,1385.5652173913045,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_5/grid_results.csv,5
534,53,0.0,0.7,0.97,0.0,0.1,0.25,50000,1,46.0,10.0,10,True,0.217391304347826,35,0.7608695652173914,1390.2173913043478,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_4/grid_results.csv,4
89,8,-0.1,0.85,0.9,-0.25,0.25,0.75,50000,1,46.0,10.0,10,True,0.217391304347826,35,0.7608695652173914,1425.4565217391305,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_9/grid_results.csv,9
580,58,0.0,0.85,0.9,-0.1,0.1,0.5,50000,1,46.0,10.0,10,True,0.217391304347826,35,0.7608695652173914,1433.0217391304348,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_0/grid_results.csv,0
518,51,0.0,0.7,0.97,-0.25,0.1,0.75,50000,1,46.0,10.0,10,True,0.217391304347826,34,0.7391304347826086,1480.6521739130435,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_8/grid_results.csv,8
34,3,-0.1,0.7,0.97,-0.25,0.25,0.5,50000,1,46.0,10.0,10,True,0.217391304347826,34,0.7391304347826086,1635.0,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_4/grid_results.csv,4
387,38,-0.02,0.85,0.995,-0.1,0.0,0.25,50000,1,45.0,10.0,10,True,0.2222222222222222,35,0.7777777777777778,963.6666666666666,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_7/grid_results.csv,7
667,66,0.0,1.0,0.9,0.0,0.0,0.5,50000,1,45.0,10.0,10,True,0.2222222222222222,35,0.7777777777777778,1109.9555555555555,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_7/grid_results.csv,7
668,66,0.0,1.0,0.9,0.0,0.0,0.75,50000,1,45.0,10.0,10,True,0.2222222222222222,35,0.7777777777777778,1116.088888888889,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_8/grid_results.csv,8
420,42,-0.02,1.0,0.9,-0.1,0.25,0.25,50000,1,45.0,10.0,10,True,0.2222222222222222,35,0.7777777777777778,1122.1555555555556,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_0/grid_results.csv,0
416,41,-0.02,1.0,0.9,-0.1,0.0,0.75,50000,1,45.0,10.0,10,True,0.2222222222222222,35,0.7777777777777778,1165.2666666666669,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_6/grid_results.csv,6
136,13,-0.1,0.85,0.995,-0.25,0.0,0.5,50000,1,45.0,10.0,10,True,0.2222222222222222,35,0.7777777777777778,1198.7333333333331,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_6/grid_results.csv,6
627,62,0.0,0.85,0.995,-0.25,0.25,0.25,50000,1,45.0,10.0,10,True,0.2222222222222222,35,0.7777777777777778,1201.4666666666667,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_7/grid_results.csv,7
318,31,-0.02,0.7,0.995,0.0,0.1,0.25,50000,1,45.0,10.0,10,True,0.2222222222222222,34,0.7555555555555555,1215.3777777777775,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_8/grid_results.csv,8
291,29,-0.02,0.7,0.97,0.0,0.1,0.25,50000,1,45.0,10.0,10,True,0.2222222222222222,35,0.7777777777777778,1276.4444444444443,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_1/grid_results.csv,1
379,37,-0.02,0.85,0.995,-0.25,0.0,0.5,50000,1,45.0,10.0,10,True,0.2222222222222222,33,0.7333333333333333,1289.8444444444444,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_9/grid_results.csv,9
183,18,-0.1,1.0,0.9,0.0,0.1,0.25,50000,1,45.0,10.0,10,True,0.2222222222222222,35,0.7777777777777778,1327.0666666666666,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_3/grid_results.csv,3
186,18,-0.1,1.0,0.9,0.0,0.25,0.25,50000,1,45.0,10.0,10,True,0.2222222222222222,35,0.7777777777777778,1346.2,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_6/grid_results.csv,6
660,66,0.0,1.0,0.9,-0.1,0.1,0.25,50000,1,45.0,10.0,10,True,0.2222222222222222,35,0.7777777777777778,1364.2,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_0/grid_results.csv,0
345,34,-0.02,0.85,0.9,0.0,0.1,0.25,50000,1,45.0,10.0,10,True,0.2222222222222222,34,0.7555555555555555,1372.9333333333334,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_5/grid_results.csv,5
277,27,-0.02,0.7,0.97,-0.25,0.25,0.5,50000,1,45.0,10.0,10,True,0.2222222222222222,34,0.7555555555555555,1433.3111111111111,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_7/grid_results.csv,7
582,58,0.0,0.85,0.9,-0.1,0.25,0.25,50000,1,45.0,10.0,10,True,0.2222222222222222,35,0.7777777777777778,1467.8444444444444,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_2/grid_results.csv,2
337,33,-0.02,0.85,0.9,-0.1,0.1,0.5,50000,1,45.0,10.0,10,True,0.2222222222222222,34,0.7555555555555555,1477.8666666666666,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_7/grid_results.csv,7
528,52,0.0,0.7,0.97,-0.1,0.25,0.25,50000,1,45.0,10.0,10,True,0.2222222222222222,33,0.7333333333333333,1580.3555555555556,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_8/grid_results.csv,8
185,18,-0.1,1.0,0.9,0.0,0.1,0.75,50000,1,44.0,10.0,10,True,0.2272727272727272,34,0.7727272727272727,1220.2045454545455,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_5/grid_results.csv,5
658,65,0.0,1.0,0.9,-0.1,0.0,0.5,50000,1,44.0,10.0,10,True,0.2272727272727272,34,0.7727272727272727,1238.909090909091,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_8/grid_results.csv,8
176,17,-0.1,1.0,0.9,-0.1,0.1,0.75,50000,1,44.0,10.0,10,True,0.2272727272727272,34,0.7727272727272727,1256.659090909091,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_6/grid_results.csv,6
433,43,-0.02,1.0,0.97,-0.25,0.0,0.5,50000,1,44.0,10.0,10,True,0.2272727272727272,33,0.75,1300.6818181818182,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_3/grid_results.csv,3
175,17,-0.1,1.0,0.9,-0.1,0.1,0.5,50000,1,44.0,10.0,10,True,0.2272727272727272,34,0.7727272727272727,1316.8636363636365,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_5/grid_results.csv,5
109,10,-0.1,0.85,0.97,-0.25,0.0,0.5,50000,1,44.0,10.0,10,True,0.2272727272727272,33,0.75,1331.3636363636365,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_9/grid_results.csv,9
587,58,0.0,0.85,0.9,0.0,0.0,0.75,50000,1,44.0,10.0,10,True,0.2272727272727272,32,0.7272727272727273,1367.6136363636365,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_7/grid_results.csv,7
32,3,-0.1,0.7,0.97,-0.25,0.1,0.75,50000,1,44.0,10.0,10,True,0.2272727272727272,33,0.75,1396.5454545454545,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_2/grid_results.csv,2
414,41,-0.02,1.0,0.9,-0.1,0.0,0.25,50000,1,43.0,10.0,10,True,0.2325581395348837,33,0.7674418604651163,1294.5348837209303,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_4/grid_results.csv,4
180,18,-0.1,1.0,0.9,0.0,0.0,0.25,50000,1,43.0,10.0,10,True,0.2325581395348837,33,0.7674418604651163,1297.3953488372092,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_0/grid_results.csv,0
343,34,-0.02,0.85,0.9,0.0,0.0,0.5,50000,1,43.0,10.0,10,True,0.2325581395348837,32,0.7441860465116279,1336.0,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_3/grid_results.csv,3
