candidate_index,local_index,fresh_negative,fresh_positive,fresh_p_positive,previous_negative,previous_positive,previous_p_positive,shots,repeats,trials,logical_failures,target_logical_errors,stopped_early,logical_failure_rate,converged,convergence_rate,mean_iterations,source_csv,source_shard
477,47,-0.02,1.0,0.995,0.0,0.0,0.25,50000,1,81.0,10.0,10,True,0.1234567901234567,71,0.8765432098765432,607.1728395061729,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_7/grid_results.csv,7
721,72,0.0,1.0,0.995,0.0,0.0,0.5,50000,1,81.0,10.0,10,True,0.1234567901234567,70,0.8641975308641975,609.6543209876543,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_1/grid_results.csv,1
722,72,0.0,1.0,0.995,0.0,0.0,0.75,50000,1,81.0,10.0,10,True,0.1234567901234567,71,0.8765432098765432,620.074074074074,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_2/grid_results.csv,2
231,23,-0.1,1.0,0.995,-0.1,0.25,0.25,50000,1,81.0,10.0,10,True,0.1234567901234567,71,0.8765432098765432,627.5802469135803,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_1/grid_results.csv,1
235,23,-0.1,1.0,0.995,0.0,0.0,0.5,50000,1,81.0,10.0,10,True,0.1234567901234567,71,0.8765432098765432,652.0493827160494,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_5/grid_results.csv,5
695,69,0.0,1.0,0.97,0.0,0.0,0.75,50000,1,81.0,10.0,10,True,0.1234567901234567,70,0.8641975308641975,667.2716049382716,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_5/grid_results.csv,5
447,44,-0.02,1.0,0.97,-0.1,0.25,0.25,50000,1,81.0,10.0,10,True,0.1234567901234567,71,0.8765432098765432,695.1851851851852,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_7/grid_results.csv,7
437,43,-0.02,1.0,0.97,-0.25,0.1,0.75,50000,1,81.0,10.0,10,True,0.1234567901234567,71,0.8765432098765432,728.1851851851852,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_7/grid_results.csv,7
194,19,-0.1,1.0,0.97,-0.25,0.1,0.75,50000,1,81.0,10.0,10,True,0.1234567901234567,71,0.8765432098765432,733.8271604938271,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_4/grid_results.csv,4
208,20,-0.1,1.0,0.97,0.0,0.0,0.5,50000,1,81.0,10.0,10,True,0.1234567901234567,71,0.8765432098765432,736.6296296296297,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_8/grid_results.csv,8
443,44,-0.02,1.0,0.97,-0.1,0.0,0.75,50000,1,81.0,10.0,10,True,0.1234567901234567,70,0.8641975308641975,750.1111111111111,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_3/grid_results.csv,3
690,69,0.0,1.0,0.97,-0.1,0.25,0.25,50000,1,81.0,10.0,10,True,0.1234567901234567,71,0.8765432098765432,751.0987654320987,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_0/grid_results.csv,0
366,36,-0.02,0.85,0.97,-0.1,0.25,0.25,50000,1,81.0,10.0,10,True,0.1234567901234567,70,0.8641975308641975,763.2469135802469,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_6/grid_results.csv,6
601,60,0.0,0.85,0.97,-0.25,0.25,0.5,50000,1,81.0,10.0,10,True,0.1234567901234567,70,0.8641975308641975,765.2716049382716,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_1/grid_results.csv,1
593,59,0.0,0.85,0.9,0.0,0.25,0.75,50000,1,81.0,10.0,10,True,0.1234567901234567,71,0.8765432098765432,826.4444444444445,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_3/grid_results.csv,3
673,67,0.0,1.0,0.9,0.0,0.25,0.5,50000,1,81.0,10.0,10,True,0.1234567901234567,70,0.8641975308641975,854.1604938271605,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_3/grid_results.csv,3
383,38,-0.02,0.85,0.995,-0.25,0.1,0.75,50000,1,77.0,10.0,10,True,0.1298701298701298,67,0.8701298701298701,570.8051948051948,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_3/grid_results.csv,3
393,39,-0.02,0.85,0.995,-0.1,0.25,0.25,50000,1,77.0,10.0,10,True,0.1298701298701298,67,0.8701298701298701,631.987012987013,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_3/grid_results.csv,3
607,60,0.0,0.85,0.97,-0.1,0.1,0.5,50000,1,77.0,10.0,10,True,0.1298701298701298,67,0.8701298701298701,635.9090909090909,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_7/grid_results.csv,7
636,63,0.0,0.85,0.995,-0.1,0.25,0.25,50000,1,77.0,10.0,10,True,0.1298701298701298,67,0.8701298701298701,650.3116883116883,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_6/grid_results.csv,6
717,71,0.0,1.0,0.995,-0.1,0.25,0.25,50000,1,77.0,10.0,10,True,0.1298701298701298,67,0.8701298701298701,659.4025974025974,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_7/grid_results.csv,7
148,14,-0.1,0.85,0.995,-0.1,0.1,0.5,50000,1,77.0,10.0,10,True,0.1298701298701298,67,0.8701298701298701,664.9090909090909,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_8/grid_results.csv,8
372,37,-0.02,0.85,0.97,0.0,0.1,0.25,50000,1,77.0,10.0,10,True,0.1298701298701298,67,0.8701298701298701,669.7012987012987,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_2/grid_results.csv,2
720,72,0.0,1.0,0.995,0.0,0.0,0.25,50000,1,77.0,10.0,10,True,0.1298701298701298,66,0.8571428571428571,698.1948051948052,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_0/grid_results.csv,0
466,46,-0.02,1.0,0.995,-0.25,0.25,0.5,50000,1,77.0,10.0,10,True,0.1298701298701298,66,0.8571428571428571,731.5194805194806,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_6/grid_results.csv,6
451,45,-0.02,1.0,0.97,0.0,0.0,0.5,50000,1,77.0,10.0,10,True,0.1298701298701298,66,0.8571428571428571,741.1558441558442,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_1/grid_results.csv,1
223,22,-0.1,1.0,0.995,-0.25,0.25,0.5,50000,1,77.0,10.0,10,True,0.1298701298701298,66,0.8571428571428571,756.6233766233767,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_3/grid_results.csv,3
52,5,-0.1,0.7,0.97,0.0,0.25,0.5,50000,1,77.0,10.0,10,True,0.1298701298701298,67,0.8701298701298701,757.4545454545455,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_2/grid_results.csv,2
227,22,-0.1,1.0,0.995,-0.1,0.0,0.75,50000,1,77.0,10.0,10,True,0.1298701298701298,67,0.8701298701298701,759.5974025974026,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_7/grid_results.csv,7
370,37,-0.02,0.85,0.97,0.0,0.0,0.5,50000,1,77.0,10.0,10,True,0.1298701298701298,65,0.8441558441558441,783.1818181818181,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_0/grid_results.csv,0
204,20,-0.1,1.0,0.97,-0.1,0.25,0.25,50000,1,77.0,10.0,10,True,0.1298701298701298,67,0.8701298701298701,809.2597402597403,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_4/grid_results.csv,4
609,60,0.0,0.85,0.97,-0.1,0.25,0.25,50000,1,77.0,10.0,10,True,0.1298701298701298,67,0.8701298701298701,824.9090909090909,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_9/grid_results.csv,9
371,37,-0.02,0.85,0.97,0.0,0.0,0.75,50000,1,77.0,10.0,10,True,0.1298701298701298,66,0.8571428571428571,869.8701298701299,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_1/grid_results.csv,1
286,28,-0.02,0.7,0.97,-0.1,0.25,0.5,50000,1,77.0,10.0,10,True,0.1298701298701298,66,0.8571428571428571,992.7272727272727,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_6/grid_results.csv,6
671,67,0.0,1.0,0.9,0.0,0.1,0.75,50000,1,74.0,10.0,10,True,0.1351351351351351,64,0.8648648648648649,876.5135135135135,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_1/grid_results.csv,1
682,68,0.0,1.0,0.97,-0.25,0.25,0.5,50000,1,74.0,10.0,10,True,0.1351351351351351,63,0.8513513513513513,898.8243243243244,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_2/grid_results.csv,2
391,39,-0.02,0.85,0.995,-0.1,0.1,0.5,50000,1,72.0,10.0,10,True,0.1388888888888889,62,0.8611111111111112,615.8611111111111,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_1/grid_results.csv,1
715,71,0.0,1.0,0.995,-0.1,0.1,0.5,50000,1,72.0,10.0,10,True,0.1388888888888889,62,0.8611111111111112,635.3472222222222,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_5/grid_results.csv,5
154,15,-0.1,0.85,0.995,0.0,0.0,0.5,50000,1,72.0,10.0,10,True,0.1388888888888889,62,0.8611111111111112,690.5694444444445,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_4/grid_results.csv,4
613,61,0.0,0.85,0.97,0.0,0.0,0.5,50000,1,72.0,10.0,10,True,0.1388888888888889,62,0.8611111111111112,705.4444444444445,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_3/grid_results.csv,3
641,64,0.0,0.85,0.995,0.0,0.0,0.75,50000,1,72.0,10.0,10,True,0.1388888888888889,62,0.8611111111111112,724.6527777777778,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_1/grid_results.csv,1
639,63,0.0,0.85,0.995,0.0,0.0,0.25,50000,1,72.0,10.0,10,True,0.1388888888888889,62,0.8611111111111112,732.7638888888889,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_9/grid_results.csv,9
612,61,0.0,0.85,0.97,0.0,0.0,0.25,50000,1,72.0,10.0,10,True,0.1388888888888889,61,0.8472222222222222,773.8055555555555,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_2/grid_results.csv,2
127,12,-0.1,0.85,0.97,0.0,0.0,0.5,50000,1,72.0,10.0,10,True,0.1388888888888889,61,0.8472222222222222,774.6111111111111,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_7/grid_results.csv,7
155,15,-0.1,0.85,0.995,0.0,0.0,0.75,50000,1,72.0,10.0,10,True,0.1388888888888889,61,0.8472222222222222,792.0694444444445,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_5/grid_results.csv,5
207,20,-0.1,1.0,0.97,0.0,0.0,0.25,50000,1,72.0,10.0,10,True,0.1388888888888889,62,0.8611111111111112,792.75,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_7/grid_results.csv,7
321,32,-0.02,0.7,0.995,0.0,0.25,0.25,50000,1,72.0,10.0,10,True,0.1388888888888889,62,0.8611111111111112,807.4305555555555,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_1/grid_results.csv,1
128,12,-0.1,0.85,0.97,0.0,0.0,0.75,50000,1,72.0,10.0,10,True,0.1388888888888889,61,0.8472222222222222,811.2361111111111,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_8/grid_results.csv,8
202,20,-0.1,1.0,0.97,-0.1,0.1,0.5,50000,1,72.0,10.0,10,True,0.1388888888888889,62,0.8611111111111112,844.8888888888889,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_2/grid_results.csv,2
439,43,-0.02,1.0,0.97,-0.25,0.25,0.5,50000,1,72.0,10.0,10,True,0.1388888888888889,61,0.8472222222222222,882.4305555555555,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_9/grid_results.csv,9
341,34,-0.02,0.85,0.9,-0.1,0.25,0.75,50000,1,63.0,10.0,10,True,0.1587301587301587,53,0.8412698412698413,950.6349206349206,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_1/grid_results.csv,1
349,34,-0.02,0.85,0.9,0.0,0.25,0.5,50000,1,63.0,10.0,10,True,0.1587301587301587,53,0.8412698412698413,976.15873015873,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_9/grid_results.csv,9
664,66,0.0,1.0,0.9,-0.1,0.25,0.5,50000,1,63.0,10.0,10,True,0.1587301587301587,52,0.8253968253968254,1073.0,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_4/grid_results.csv,4
575,57,0.0,0.85,0.9,-0.25,0.25,0.75,50000,1,63.0,10.0,10,True,0.1587301587301587,53,0.8412698412698413,1122.5396825396826,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_5/grid_results.csv,5
332,33,-0.02,0.85,0.9,-0.25,0.25,0.75,50000,1,63.0,10.0,10,True,0.1587301587301587,53,0.8412698412698413,1167.3650793650793,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_2/grid_results.csv,2
640,64,0.0,0.85,0.995,0.0,0.0,0.5,50000,1,62.0,10.0,10,True,0.1612903225806451,52,0.8387096774193549,772.2096774193549,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_0/grid_results.csv,0
201,20,-0.1,1.0,0.97,-0.1,0.1,0.25,50000,1,62.0,10.0,10,True,0.1612903225806451,52,0.8387096774193549,847.483870967742,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_1/grid_results.csv,1
35,3,-0.1,0.7,0.97,-0.25,0.25,0.75,50000,1,62.0,10.0,10,True,0.1612903225806451,52,0.8387096774193549,890.9193548387096,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_5/grid_results.csv,5
529,52,0.0,0.7,0.97,-0.1,0.25,0.5,50000,1,62.0,10.0,10,True,0.1612903225806451,52,0.8387096774193549,948.016129032258,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_9/grid_results.csv,9
687,68,0.0,1.0,0.97,-0.1,0.1,0.25,50000,1,62.0,10.0,10,True,0.1612903225806451,51,0.8225806451612904,982.2258064516128,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_7/grid_results.csv,7
669,66,0.0,1.0,0.9,0.0,0.1,0.25,50000,1,62.0,10.0,10,True,0.1612903225806451,52,0.8387096774193549,1114.354838709677,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_9/grid_results.csv,9
226,22,-0.1,1.0,0.995,-0.1,0.0,0.5,50000,1,58.0,10.0,10,True,0.1724137931034483,47,0.8103448275862069,894.8103448275862,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_6/grid_results.csv,6
196,19,-0.1,1.0,0.97,-0.25,0.25,0.5,50000,1,58.0,10.0,10,True,0.1724137931034483,48,0.8275862068965517,929.6206896551724,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_6/grid_results.csv,6
665,66,0.0,1.0,0.9,-0.1,0.25,0.75,50000,1,58.0,10.0,10,True,0.1724137931034483,48,0.8275862068965517,969.0172413793103,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_5/grid_results.csv,5
427,42,-0.02,1.0,0.9,0.0,0.1,0.5,50000,1,58.0,10.0,10,True,0.1724137931034483,48,0.8275862068965517,999.8103448275862,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_7/grid_results.csv,7
426,42,-0.02,1.0,0.9,0.0,0.1,0.25,50000,1,58.0,10.0,10,True,0.1724137931034483,48,0.8275862068965517,1010.3620689655172,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_6/grid_results.csv,6
672,67,0.0,1.0,0.9,0.0,0.25,0.25,50000,1,58.0,10.0,10,True,0.1724137931034483,48,0.8275862068965517,1040.9137931034484,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_2/grid_results.csv,2
670,67,0.0,1.0,0.9,0.0,0.1,0.5,50000,1,58.0,10.0,10,True,0.1724137931034483,48,0.8275862068965517,1109.896551724138,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_0/grid_results.csv,0
469,46,-0.02,1.0,0.995,-0.1,0.0,0.5,50000,1,55.0,10.0,10,True,0.1818181818181818,45,0.8181818181818182,930.6727272727272,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_9/grid_results.csv,9
685,68,0.0,1.0,0.97,-0.1,0.0,0.5,50000,1,55.0,10.0,10,True,0.1818181818181818,45,0.8181818181818182,934.6181818181818,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_5/grid_results.csv,5
662,66,0.0,1.0,0.9,-0.1,0.1,0.75,50000,1,55.0,10.0,10,True,0.1818181818181818,45,0.8181818181818182,980.6363636363636,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_2/grid_results.csv,2
471,47,-0.02,1.0,0.995,-0.1,0.1,0.25,50000,1,55.0,10.0,10,True,0.1818181818181818,45,0.8181818181818182,981.9090909090908,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_1/grid_results.csv,1
583,58,0.0,0.85,0.9,-0.1,0.25,0.5,50000,1,55.0,10.0,10,True,0.1818181818181818,44,0.8,1305.3090909090909,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_3/grid_results.csv,3
398,39,-0.02,0.85,0.995,0.0,0.0,0.75,50000,1,53.0,10.0,10,True,0.1886792452830188,43,0.8113207547169812,819.2264150943396,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_8/grid_results.csv,8
126,12,-0.1,0.85,0.97,0.0,0.0,0.25,50000,1,53.0,10.0,10,True,0.1886792452830188,43,0.8113207547169812,877.3396226415094,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_6/grid_results.csv,6
146,14,-0.1,0.85,0.995,-0.1,0.0,0.75,50000,1,53.0,10.0,10,True,0.1886792452830188,43,0.8113207547169812,912.5283018867924,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_6/grid_results.csv,6
614,61,0.0,0.85,0.97,0.0,0.0,0.75,50000,1,53.0,10.0,10,True,0.1886792452830188,43,0.8113207547169812,917.1698113207548,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_4/grid_results.csv,4
119,11,-0.1,0.85,0.97,-0.1,0.0,0.75,50000,1,53.0,10.0,10,True,0.1886792452830188,43,0.8113207547169812,949.8679245283018,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_9/grid_results.csv,9
625,62,0.0,0.85,0.995,-0.25,0.1,0.5,50000,1,53.0,10.0,10,True,0.1886792452830188,43,0.8113207547169812,957.5849056603772,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_5/grid_results.csv,5
605,60,0.0,0.85,0.97,-0.1,0.0,0.75,50000,1,53.0,10.0,10,True,0.1886792452830188,43,0.8113207547169812,958.0188679245284,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_5/grid_results.csv,5
123,12,-0.1,0.85,0.97,-0.1,0.25,0.25,50000,1,53.0,10.0,10,True,0.1886792452830188,43,0.8113207547169812,990.0377358490566,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_3/grid_results.csv,3
564,56,0.0,0.7,0.995,0.0,0.25,0.25,50000,1,53.0,10.0,10,True,0.1886792452830188,42,0.7924528301886793,1002.8867924528302,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_4/grid_results.csv,4
228,22,-0.1,1.0,0.995,-0.1,0.1,0.25,50000,1,53.0,10.0,10,True,0.1886792452830188,43,0.8113207547169812,1006.0377358490566,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_8/grid_results.csv,8
139,13,-0.1,0.85,0.995,-0.25,0.1,0.5,50000,1,53.0,10.0,10,True,0.1886792452830188,43,0.8113207547169812,1007.7735849056604,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_9/grid_results.csv,9
313,31,-0.02,0.7,0.995,-0.1,0.25,0.5,50000,1,53.0,10.0,10,True,0.1886792452830188,43,0.8113207547169812,1020.245283018868,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_3/grid_results.csv,3
362,36,-0.02,0.85,0.97,-0.1,0.0,0.75,50000,1,53.0,10.0,10,True,0.1886792452830188,43,0.8113207547169812,1026.433962264151,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_2/grid_results.csv,2
396,39,-0.02,0.85,0.995,0.0,0.0,0.25,50000,1,52.0,10.0,10,True,0.1923076923076923,42,0.8076923076923077,794.2884615384615,/hpc/group/pfisterlab/mg551/storage/relay/relay/examples/notebook_data/bicycle_bivariate_144_12_12_message_mix_grid_Z_p0035_r60/seed_6/grid_results.csv,6
