parameter,from_value,to_value,candidate_index_left,candidate_index_right,logical_failure_left,logical_failure_right,logical_failure_delta,abs_logical_failure_delta,convergence_left,convergence_right,convergence_delta,abs_convergence_delta,mean_iterations_left,mean_iterations_right,fixed_fresh_negative,fixed_fresh_p_positive,fixed_previous_negative,fixed_previous_positive,fixed_previous_p_positive,fixed_fresh_positive
previous_negative,-0.25,-0.1,27,36,0.9090909090909092,0.5555555555555556,-0.3535353535353536,0.3535353535353536,0.0909090909090909,0.4444444444444444,0.35353535353535354,0.35353535353535354,3369.7272727272725,2614.1111111111118,-0.1,0.97,,0.0,0.25,0.7
fresh_p_positive,0.9,0.97,81,108,0.9090909090909092,0.5555555555555556,-0.3535353535353536,0.3535353535353536,0.0909090909090909,0.4444444444444444,0.35353535353535354,0.35353535353535354,3474.0,2233.777777777778,-0.1,,-0.25,0.0,0.25,0.85
fresh_positive,0.7,0.85,486,567,0.9090909090909092,0.5555555555555556,-0.3535353535353536,0.3535353535353536,0.0909090909090909,0.4444444444444444,0.35353535353535354,0.35353535353535354,3491.7272727272725,2646.3888888888887,0.0,0.9,-0.25,0.0,0.25,
previous_negative,-0.25,-0.1,270,279,0.9090909090909092,0.5555555555555556,-0.3535353535353536,0.3535353535353536,0.0909090909090909,0.3888888888888889,0.297979797979798,0.297979797979798,3353.818181818182,2590.777777777778,-0.02,0.97,,0.0,0.25,0.7
fresh_negative,-0.1,-0.02,13,256,0.9090909090909092,0.5555555555555556,-0.3535353535353536,0.3535353535353536,0.0909090909090909,0.3888888888888889,0.297979797979798,0.297979797979798,3447.0,2811.333333333333,,0.9,-0.1,0.1,0.5,0.7
previous_negative,-0.1,0.0,13,22,0.9090909090909092,0.5555555555555556,-0.3535353535353536,0.3535353535353536,0.0909090909090909,0.3888888888888889,0.297979797979798,0.297979797979798,3447.0,2896.6666666666665,-0.1,0.9,,0.1,0.5,0.7
previous_p_positive,0.25,0.5,405,406,0.7692307692307693,0.4166666666666667,-0.3525641025641026,0.3525641025641026,0.2307692307692307,0.5833333333333334,0.35256410256410264,0.35256410256410264,2927.230769230769,2017.75,-0.02,0.9,-0.25,0.0,,1.0
previous_negative,-0.25,-0.1,60,69,0.5555555555555556,0.2040816326530612,-0.35147392290249435,0.35147392290249435,0.3888888888888889,0.7959183673469388,0.4070294784580499,0.4070294784580499,2510.055555555556,1352.7755102040817,-0.1,0.995,,0.25,0.25,0.7
previous_p_positive,0.25,0.5,60,61,0.5555555555555556,0.2040816326530612,-0.35147392290249435,0.35147392290249435,0.3888888888888889,0.7959183673469388,0.4070294784580499,0.4070294784580499,2510.055555555556,1380.2857142857142,-0.1,0.995,-0.25,0.25,,0.7
previous_negative,-0.25,-0.1,675,684,0.5555555555555556,0.2040816326530612,-0.35147392290249435,0.35147392290249435,0.4444444444444444,0.7959183673469388,0.35147392290249435,0.35147392290249435,2288.1666666666665,1063.2857142857142,0.0,0.97,,0.0,0.25,1.0
previous_negative,-0.25,-0.1,108,117,0.5555555555555556,0.2040816326530612,-0.35147392290249435,0.35147392290249435,0.4444444444444444,0.7755102040816326,0.3310657596371882,0.3310657596371882,2233.777777777778,1214.1020408163265,-0.1,0.97,,0.0,0.25,0.85
previous_positive,0.1,0.25,491,494,0.5555555555555556,0.2040816326530612,-0.35147392290249435,0.35147392290249435,0.4444444444444444,0.7755102040816326,0.3310657596371882,0.3310657596371882,2409.777777777778,1628.9591836734694,0.0,0.9,-0.25,,0.75,0.7
fresh_positive,0.7,0.85,37,118,0.5555555555555556,0.2040816326530612,-0.35147392290249435,0.35147392290249435,0.4444444444444444,0.7755102040816326,0.3310657596371882,0.3310657596371882,2420.9444444444443,1049.1020408163265,-0.1,0.97,-0.1,0.0,0.5,
fresh_positive,0.7,0.85,36,117,0.5555555555555556,0.2040816326530612,-0.35147392290249435,0.35147392290249435,0.4444444444444444,0.7755102040816326,0.3310657596371882,0.3310657596371882,2614.1111111111118,1214.1020408163265,-0.1,0.97,-0.1,0.0,0.25,
fresh_positive,0.7,0.85,60,141,0.5555555555555556,0.2083333333333333,-0.3472222222222223,0.3472222222222223,0.3888888888888889,0.7708333333333334,0.3819444444444445,0.3819444444444445,2510.055555555556,1159.0625,-0.1,0.995,-0.25,0.25,0.25,
fresh_positive,0.7,0.85,491,572,0.5555555555555556,0.2083333333333333,-0.3472222222222223,0.3472222222222223,0.4444444444444444,0.7916666666666666,0.3472222222222222,0.3472222222222222,2409.777777777778,1211.0416666666667,0.0,0.9,-0.25,0.1,0.75,
fresh_positive,0.7,0.85,20,101,0.7142857142857143,0.3703703703703703,-0.343915343915344,0.343915343915344,0.2142857142857142,0.6296296296296297,0.41534391534391546,0.41534391534391546,2989.3571428571427,1741.7777777777778,-0.1,0.9,0.0,0.0,0.75,
fresh_positive,0.7,0.85,252,333,0.7142857142857143,0.3703703703703703,-0.343915343915344,0.343915343915344,0.2142857142857142,0.6296296296296297,0.41534391534391546,0.41534391534391546,3232.6428571428573,1905.6666666666667,-0.02,0.9,-0.1,0.0,0.25,
previous_p_positive,0.25,0.5,168,169,0.7142857142857143,0.3703703703703703,-0.343915343915344,0.343915343915344,0.2857142857142857,0.6296296296296297,0.34391534391534395,0.34391534391534395,2930.214285714286,2031.5185185185185,-0.1,0.9,-0.25,0.25,,1.0
fresh_positive,0.7,0.85,253,334,0.7142857142857143,0.3703703703703703,-0.343915343915344,0.343915343915344,0.2857142857142857,0.6296296296296297,0.34391534391534395,0.34391534391534395,3091.3571428571427,1807.555555555556,-0.02,0.9,-0.1,0.0,0.5,
fresh_positive,0.7,0.85,21,102,0.7142857142857143,0.3703703703703703,-0.343915343915344,0.343915343915344,0.2857142857142857,0.5925925925925926,0.30687830687830686,0.30687830687830686,2905.5,1986.074074074074,-0.1,0.9,0.0,0.1,0.25,
fresh_p_positive,0.9,0.97,261,288,0.7142857142857143,0.3703703703703703,-0.343915343915344,0.343915343915344,0.2857142857142857,0.5925925925925926,0.30687830687830686,0.30687830687830686,2917.214285714286,1934.2962962962963,-0.02,,0.0,0.0,0.25,0.7
fresh_p_positive,0.9,0.97,17,44,0.4,0.059171597633136,-0.340828402366864,0.340828402366864,0.6,0.9289940828402368,0.3289940828402368,0.3289940828402368,2142.36,512.6272189349113,-0.1,,-0.1,0.25,0.75,0.7
fresh_positive,0.7,0.85,279,360,0.5555555555555556,0.217391304347826,-0.3381642512077296,0.3381642512077296,0.3888888888888889,0.782608695652174,0.39371980676328505,0.39371980676328505,2590.777777777778,1053.4565217391305,-0.02,0.97,-0.1,0.0,0.25,
fresh_positive,0.7,0.85,307,388,0.5555555555555556,0.217391304347826,-0.3381642512077296,0.3381642512077296,0.3888888888888889,0.7608695652173914,0.37198067632850246,0.37198067632850246,2368.9444444444443,952.2608695652174,-0.02,0.995,-0.1,0.0,0.5,
fresh_positive,0.7,0.85,522,603,0.5555555555555556,0.217391304347826,-0.3381642512077296,0.3381642512077296,0.4444444444444444,0.7608695652173914,0.31642512077294693,0.31642512077294693,2383.722222222222,1135.3260869565215,0.0,0.97,-0.1,0.0,0.25,
fresh_positive,0.7,0.85,499,580,0.5555555555555556,0.217391304347826,-0.3381642512077296,0.3381642512077296,0.4444444444444444,0.7608695652173914,0.31642512077294693,0.31642512077294693,2674.277777777778,1433.0217391304348,0.0,0.9,-0.1,0.1,0.5,
previous_positive,0.0,0.1,515,518,0.5555555555555556,0.217391304347826,-0.3381642512077296,0.3381642512077296,0.4444444444444444,0.7391304347826086,0.2946859903381642,0.2946859903381642,2193.5,1480.6521739130435,0.0,0.97,-0.25,,0.75,0.7
previous_p_positive,0.25,0.5,33,34,0.5555555555555556,0.217391304347826,-0.3381642512077296,0.3381642512077296,0.4444444444444444,0.7391304347826086,0.2946859903381642,0.2946859903381642,2387.333333333333,1635.0,-0.1,0.97,-0.25,0.25,,0.7
previous_positive,0.0,0.1,272,275,0.5555555555555556,0.217391304347826,-0.3381642512077296,0.3381642512077296,0.4444444444444444,0.7391304347826086,0.2946859903381642,0.2946859903381642,2407.6111111111118,1385.5652173913045,-0.02,0.97,-0.25,,0.75,0.7
fresh_p_positive,0.9,0.97,491,518,0.5555555555555556,0.217391304347826,-0.3381642512077296,0.3381642512077296,0.4444444444444444,0.7391304347826086,0.2946859903381642,0.2946859903381642,2409.777777777778,1480.6521739130435,0.0,,-0.25,0.1,0.75,0.7
fresh_positive,0.7,0.85,73,154,0.4761904761904761,0.1388888888888889,-0.3373015873015872,0.3373015873015872,0.5238095238095238,0.8611111111111112,0.3373015873015873,0.3373015873015873,2150.190476190476,690.5694444444445,-0.1,0.995,0.0,0.0,0.5,
fresh_p_positive,0.9,0.97,324,351,0.7692307692307693,0.4347826086956521,-0.33444816053511717,0.33444816053511717,0.2307692307692307,0.5652173913043478,0.33444816053511706,0.33444816053511706,3129.769230769231,2070.8695652173915,-0.02,,-0.25,0.0,0.25,0.85
fresh_p_positive,0.9,0.97,16,43,0.5263157894736842,0.1923076923076923,-0.3340080971659919,0.3340080971659919,0.4736842105263157,0.8076923076923077,0.334008097165992,0.334008097165992,2573.1052631578946,1028.423076923077,-0.1,,-0.1,0.25,0.5,0.7
fresh_p_positive,0.9,0.97,255,282,0.8333333333333334,0.5,-0.33333333333333337,0.33333333333333337,0.0833333333333333,0.5,0.4166666666666667,0.4166666666666667,3620.75,2160.4,-0.02,,-0.1,0.1,0.25,0.7
fresh_p_positive,0.9,0.97,250,277,0.5555555555555556,0.2222222222222222,-0.33333333333333337,0.33333333333333337,0.3888888888888889,0.7555555555555555,0.36666666666666664,0.36666666666666664,2774.333333333333,1433.3111111111111,-0.02,,-0.25,0.25,0.5,0.7
fresh_positive,0.7,0.85,256,337,0.5555555555555556,0.2222222222222222,-0.33333333333333337,0.33333333333333337,0.3888888888888889,0.7555555555555555,0.36666666666666664,0.36666666666666664,2811.333333333333,1477.8666666666666,-0.02,0.9,-0.1,0.1,0.5,
previous_negative,-0.25,-0.1,5,14,0.8333333333333334,0.5,-0.33333333333333337,0.33333333333333337,0.1666666666666666,0.5,0.33333333333333337,0.33333333333333337,3116.25,2508.05,-0.1,0.9,,0.1,0.75,0.7
previous_negative,-0.25,-0.1,273,282,0.8333333333333334,0.5,-0.33333333333333337,0.33333333333333337,0.1666666666666666,0.5,0.33333333333333337,0.33333333333333337,3268.833333333333,2160.4,-0.02,0.97,,0.1,0.25,0.7
previous_positive,0.0,0.1,11,14,0.8333333333333334,0.5,-0.33333333333333337,0.33333333333333337,0.1666666666666666,0.5,0.33333333333333337,0.33333333333333337,3366.6666666666665,2508.05,-0.1,0.9,-0.1,,0.75,0.7
fresh_p_positive,0.9,0.97,162,189,0.8333333333333334,0.5,-0.33333333333333337,0.33333333333333337,0.1666666666666666,0.5,0.33333333333333337,0.33333333333333337,3372.333333333333,2387.75,-0.1,,-0.25,0.0,0.25,1.0
fresh_negative,-0.1,-0.02,19,262,0.8333333333333334,0.5,-0.33333333333333337,0.33333333333333337,0.1666666666666666,0.5,0.33333333333333337,0.33333333333333337,3393.5,2542.2,,0.9,0.0,0.0,0.5,0.7
fresh_p_positive,0.9,0.97,1,28,1.0,0.6666666666666666,-0.33333333333333337,0.33333333333333337,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,3680.0,2903.5333333333333,-0.1,,-0.25,0.0,0.5,0.7
fresh_positive,0.7,0.85,3,84,1.0,0.6666666666666666,-0.33333333333333337,0.33333333333333337,0.0,0.2666666666666666,0.2666666666666666,0.2666666666666666,3680.0,3403.9333333333334,-0.1,0.9,-0.25,0.1,0.25,
previous_negative,-0.25,-0.1,249,258,1.0,0.6666666666666666,-0.33333333333333337,0.33333333333333337,0.0,0.2666666666666666,0.2666666666666666,0.2666666666666666,3680.0,2831.4,-0.02,0.9,,0.25,0.25,0.7
fresh_p_positive,0.9,0.97,26,53,0.4,0.0671140939597315,-0.3328859060402685,0.3328859060402685,0.6,0.9328859060402684,0.33288590604026846,0.33288590604026846,1808.16,416.4295302013423,-0.1,,0.0,0.25,0.75,0.7
fresh_p_positive,0.9,0.97,86,113,0.4347826086956521,0.1030927835051546,-0.3316898251904975,0.3316898251904975,0.5217391304347826,0.8969072164948454,0.3751680860600628,0.3751680860600628,2181.826086956521,665.8556701030927,-0.1,,-0.25,0.1,0.75,0.85
previous_negative,-0.25,-0.1,465,474,0.4,0.0714285714285714,-0.3285714285714286,0.3285714285714286,0.6,0.9214285714285714,0.3214285714285714,0.3214285714285714,1678.44,470.7642857142857,-0.02,0.995,,0.25,0.25,1.0
previous_p_positive,0.25,0.5,108,109,0.5555555555555556,0.2272727272727272,-0.3282828282828284,0.3282828282828284,0.4444444444444444,0.75,0.3055555555555556,0.3055555555555556,2233.777777777778,1331.3636363636365,-0.1,0.97,-0.25,0.0,,0.85
fresh_positive,0.7,0.85,506,587,0.5555555555555556,0.2272727272727272,-0.3282828282828284,0.3282828282828284,0.4444444444444444,0.7272727272727273,0.2828282828282829,0.2828282828282829,2494.6111111111118,1367.6136363636365,0.0,0.9,0.0,0.0,0.75,
fresh_positive,0.7,0.85,24,105,0.5882352941176471,0.2631578947368421,-0.325077399380805,0.325077399380805,0.2941176470588235,0.7368421052631579,0.44272445820433437,0.44272445820433437,2954.470588235294,1518.4473684210527,-0.1,0.9,0.0,0.25,0.25,
fresh_p_positive,0.9,0.97,163,190,0.5882352941176471,0.2631578947368421,-0.325077399380805,0.325077399380805,0.4117647058823529,0.7368421052631579,0.32507739938080493,0.32507739938080493,2467.0,1315.921052631579,-0.1,,-0.25,0.0,0.5,1.0
previous_negative,-0.25,-0.1,408,417,0.5882352941176471,0.2631578947368421,-0.325077399380805,0.325077399380805,0.4117647058823529,0.7368421052631579,0.32507739938080493,0.32507739938080493,2683.6470588235293,1201.0526315789473,-0.02,0.9,,0.1,0.25,1.0
previous_p_positive,0.5,0.75,250,251,0.5555555555555556,0.2325581395348837,-0.3229974160206719,0.3229974160206719,0.3888888888888889,0.7441860465116279,0.355297157622739,0.355297157622739,2774.333333333333,1637.3720930232555,-0.02,0.9,-0.25,0.25,,0.7
previous_negative,-0.1,0.0,15,24,0.9090909090909092,0.5882352941176471,-0.3208556149732621,0.3208556149732621,0.0909090909090909,0.2941176470588235,0.2032085561497326,0.2032085561497326,3408.090909090909,2954.470588235294,-0.1,0.9,,0.25,0.25,0.7
fresh_p_positive,0.9,0.97,85,112,0.5263157894736842,0.2083333333333333,-0.3179824561403509,0.3179824561403509,0.4736842105263157,0.7916666666666666,0.3179824561403509,0.3179824561403509,2598.684210526316,1165.25,-0.1,,-0.25,0.1,0.5,0.85
fresh_positive,0.7,0.85,549,630,0.5555555555555556,0.238095238095238,-0.31746031746031755,0.31746031746031755,0.3888888888888889,0.7619047619047619,0.37301587301587297,0.37301587301587297,2762.555555555556,997.3333333333334,0.0,0.995,-0.1,0.0,0.25,
fresh_positive,0.7,0.85,559,640,0.4761904761904761,0.1612903225806451,-0.31490015360983103,0.31490015360983103,0.4761904761904761,0.8387096774193549,0.36251920122887876,0.36251920122887876,2198.5238095238096,772.2096774193549,0.0,0.995,0.0,0.0,0.5,
previous_negative,-0.25,-0.1,192,201,0.4761904761904761,0.1612903225806451,-0.31490015360983103,0.31490015360983103,0.5238095238095238,0.8387096774193549,0.31490015360983103,0.31490015360983103,1999.2857142857144,847.483870967742,-0.1,0.97,,0.1,0.25,1.0
fresh_positive,0.7,0.85,490,571,0.7142857142857143,0.4,-0.3142857142857143,0.3142857142857143,0.2857142857142857,0.6,0.3142857142857143,0.3142857142857143,2845.785714285714,2028.6,0.0,0.9,-0.25,0.1,0.5,
fresh_p_positive,0.9,0.97,168,195,0.7142857142857143,0.4,-0.3142857142857143,0.3142857142857143,0.2857142857142857,0.6,0.3142857142857143,0.3142857142857143,2930.214285714286,1800.56,-0.1,,-0.25,0.25,0.25,1.0
fresh_positive,0.7,0.85,57,138,0.7142857142857143,0.4,-0.3142857142857143,0.3142857142857143,0.2857142857142857,0.6,0.3142857142857143,0.3142857142857143,3108.714285714286,2129.04,-0.1,0.995,-0.25,0.1,0.25,
previous_positive,0.0,0.1,298,301,0.7142857142857143,0.4,-0.3142857142857143,0.3142857142857143,0.2857142857142857,0.56,0.27428571428571435,0.27428571428571435,2837.285714285714,1917.52,-0.02,0.995,-0.25,,0.5,0.7
previous_p_positive,0.25,0.5,57,58,0.7142857142857143,0.4,-0.3142857142857143,0.3142857142857143,0.2857142857142857,0.56,0.27428571428571435,0.27428571428571435,3108.714285714286,2167.08,-0.1,0.995,-0.25,0.1,,0.7
fresh_positive,0.7,0.85,317,398,0.5,0.1886792452830188,-0.3113207547169812,0.3113207547169812,0.5,0.8113207547169812,0.3113207547169812,0.3113207547169812,1963.5,819.2264150943396,-0.02,0.995,0.0,0.0,0.75,
fresh_positive,0.7,0.85,64,145,0.5263157894736842,0.217391304347826,-0.3089244851258582,0.3089244851258582,0.4210526315789473,0.782608695652174,0.36155606407322666,0.36155606407322666,2541.157894736842,946.4130434782608,-0.1,0.995,-0.1,0.0,0.5,
previous_negative,-0.25,-0.1,7,16,0.8333333333333334,0.5263157894736842,-0.3070175438596492,0.3070175438596492,0.1666666666666666,0.4736842105263157,0.3070175438596491,0.3070175438596491,3318.833333333333,2573.1052631578946,-0.1,0.9,,0.25,0.5,0.7
previous_negative,-0.25,-0.1,55,64,0.8333333333333334,0.5263157894736842,-0.3070175438596492,0.3070175438596492,0.1666666666666666,0.4210526315789473,0.2543859649122807,0.2543859649122807,3161.583333333333,2541.157894736842,-0.1,0.995,,0.0,0.5,0.7
previous_negative,-0.25,-0.1,648,657,0.5555555555555556,0.25,-0.3055555555555556,0.3055555555555556,0.3888888888888889,0.75,0.3611111111111111,0.3611111111111111,2598.333333333333,1351.025,0.0,0.9,,0.0,0.25,1.0
previous_positive,0.0,0.1,307,310,0.5555555555555556,0.25,-0.3055555555555556,0.3055555555555556,0.3888888888888889,0.725,0.3361111111111111,0.3361111111111111,2368.9444444444443,1303.25,-0.02,0.995,-0.1,,0.5,0.7
fresh_p_positive,0.9,0.97,256,283,0.5555555555555556,0.25,-0.3055555555555556,0.3055555555555556,0.3888888888888889,0.725,0.3361111111111111,0.3361111111111111,2811.333333333333,1433.275,-0.02,,-0.1,0.1,0.5,0.7
fresh_positive,0.7,0.85,33,114,0.5555555555555556,0.25,-0.3055555555555556,0.3055555555555556,0.4444444444444444,0.75,0.3055555555555556,0.3055555555555556,2387.333333333333,1362.975,-0.1,0.97,-0.25,0.25,0.25,
previous_negative,-0.1,0.0,37,46,0.5555555555555556,0.25,-0.3055555555555556,0.3055555555555556,0.4444444444444444,0.7,0.25555555555555554,0.25555555555555554,2420.9444444444443,1735.2,-0.1,0.97,,0.0,0.5,0.7
fresh_p_positive,0.9,0.97,25,52,0.4347826086956521,0.1298701298701298,-0.3049124788255223,0.3049124788255223,0.5652173913043478,0.8701298701298701,0.3049124788255223,0.3049124788255223,2243.608695652174,757.4545454545455,-0.1,,0.0,0.25,0.5,0.7
fresh_positive,0.7,0.85,517,598,0.5,0.196078431372549,-0.303921568627451,0.303921568627451,0.45,0.803921568627451,0.353921568627451,0.353921568627451,2235.85,1106.7254901960785,0.0,0.97,-0.25,0.1,0.5,
fresh_positive,0.7,0.85,265,346,0.5,0.2,-0.3,0.3,0.5,0.8,0.30000000000000004,0.30000000000000004,2159.55,1195.3,-0.02,0.9,0.0,0.1,0.5,
fresh_positive,0.7,0.85,282,363,0.5,0.2,-0.3,0.3,0.5,0.8,0.30000000000000004,0.30000000000000004,2160.4,1012.68,-0.02,0.97,-0.1,0.1,0.25,
previous_negative,-0.25,-0.1,189,198,0.5,0.2,-0.3,0.3,0.5,0.8,0.30000000000000004,0.30000000000000004,2387.75,1089.84,-0.1,0.97,,0.0,0.25,1.0
previous_negative,-0.25,-0.1,514,523,0.7142857142857143,0.4166666666666667,-0.2976190476190476,0.2976190476190476,0.2857142857142857,0.5416666666666666,0.25595238095238093,0.25595238095238093,2720.5,2131.0416666666665,0.0,0.97,,0.0,0.5,0.7
previous_negative,-0.25,-0.1,57,66,0.7142857142857143,0.4166666666666667,-0.2976190476190476,0.2976190476190476,0.2857142857142857,0.5,0.2142857142857143,0.2142857142857143,3108.714285714286,2343.5416666666665,-0.1,0.995,,0.1,0.25,0.7
fresh_p_positive,0.9,0.97,258,285,0.6666666666666666,0.3703703703703703,-0.29629629629629634,0.29629629629629634,0.2666666666666666,0.6296296296296297,0.36296296296296304,0.36296296296296304,2831.4,1780.3333333333333,-0.02,,-0.1,0.25,0.25,0.7
previous_p_positive,0.25,0.5,258,259,0.6666666666666666,0.3703703703703703,-0.29629629629629634,0.29629629629629634,0.2666666666666666,0.5925925925925926,0.32592592592592595,0.32592592592592595,2831.4,1969.888888888889,-0.02,0.9,-0.1,0.25,,0.7
fresh_positive,0.7,0.85,309,390,0.5,0.2040816326530612,-0.29591836734693877,0.29591836734693877,0.5,0.7959183673469388,0.29591836734693877,0.29591836734693877,2158.8,949.734693877551,-0.02,0.995,-0.1,0.1,0.25,
previous_positive,0.0,0.1,317,320,0.5,0.2040816326530612,-0.29591836734693877,0.29591836734693877,0.5,0.7755102040816326,0.2755102040816326,0.2755102040816326,1963.5,984.7755102040816,-0.02,0.995,0.0,,0.75,0.7
previous_negative,-0.25,-0.1,459,468,0.5,0.2040816326530612,-0.29591836734693877,0.29591836734693877,0.5,0.7755102040816326,0.2755102040816326,0.2755102040816326,2144.7,973.2244897959184,-0.02,0.995,,0.0,0.25,1.0
previous_p_positive,0.5,0.75,493,494,0.5,0.2040816326530612,-0.29591836734693877,0.29591836734693877,0.5,0.7755102040816326,0.2755102040816326,0.2755102040816326,2446.5,1628.9591836734694,0.0,0.9,-0.25,0.25,,0.7
fresh_positive,0.7,0.85,47,128,0.4347826086956521,0.1388888888888889,-0.2958937198067632,0.2958937198067632,0.5652173913043478,0.8472222222222222,0.2820048309178744,0.2820048309178744,1778.608695652174,811.2361111111111,-0.1,0.97,0.0,0.0,0.75,
fresh_positive,0.7,0.85,16,97,0.5263157894736842,0.2325581395348837,-0.2937576499388005,0.2937576499388005,0.4736842105263157,0.7674418604651163,0.2937576499388006,0.2937576499388006,2573.1052631578946,1484.1627906976744,-0.1,0.9,-0.1,0.25,0.5,
fresh_p_positive,0.9,0.97,405,432,0.7692307692307693,0.4761904761904761,-0.29304029304029316,0.29304029304029316,0.2307692307692307,0.5238095238095238,0.2930402930402931,0.2930402930402931,2927.230769230769,2214.4761904761904,-0.02,,-0.25,0.0,0.25,1.0
previous_p_positive,0.5,0.75,325,326,0.5555555555555556,0.2631578947368421,-0.2923976608187135,0.2923976608187135,0.4444444444444444,0.7368421052631579,0.29239766081871343,0.29239766081871343,2488.3888888888887,1543.1315789473683,-0.02,0.9,-0.25,0.0,,0.85
fresh_p_positive,0.9,0.97,499,526,0.5555555555555556,0.2631578947368421,-0.2923976608187135,0.2923976608187135,0.4444444444444444,0.7368421052631579,0.29239766081871343,0.29239766081871343,2674.277777777778,1634.4473684210527,0.0,,-0.1,0.1,0.5,0.7
