parameter,from_value,to_value,candidate_index_left,candidate_index_right,logical_failure_left,logical_failure_right,logical_failure_delta,abs_logical_failure_delta,convergence_left,convergence_right,convergence_delta,abs_convergence_delta,mean_iterations_left,mean_iterations_right,fixed_fresh_negative,fixed_fresh_p_positive,fixed_previous_negative,fixed_previous_positive,fixed_previous_p_positive,fixed_fresh_positive
previous_positive,0.1,0.25,247,250,0.8333333333333334,0.5555555555555556,-0.2777777777777778,0.2777777777777778,0.1666666666666666,0.3888888888888889,0.2222222222222223,0.2222222222222223,3245.25,2774.333333333333,-0.02,0.9,-0.25,,0.5,0.7
fresh_negative,-0.1,-0.02,7,250,0.8333333333333334,0.5555555555555556,-0.2777777777777778,0.2777777777777778,0.1666666666666666,0.3888888888888889,0.2222222222222223,0.2222222222222223,3318.833333333333,2774.333333333333,,0.9,-0.25,0.25,0.5,0.7
previous_positive,0.0,0.1,19,22,0.8333333333333334,0.5555555555555556,-0.2777777777777778,0.2777777777777778,0.1666666666666666,0.3888888888888889,0.2222222222222223,0.2222222222222223,3393.5,2896.6666666666665,-0.1,0.9,0.0,,0.5,0.7
fresh_p_positive,0.9,0.97,339,366,0.4,0.1234567901234567,-0.27654320987654335,0.27654320987654335,0.6,0.8641975308641975,0.2641975308641975,0.2641975308641975,1905.96,763.2469135802469,-0.02,,-0.1,0.25,0.25,0.85
previous_positive,0.0,0.1,559,562,0.4761904761904761,0.2,-0.2761904761904761,0.2761904761904761,0.4761904761904761,0.78,0.3038095238095239,0.3038095238095239,2198.5238095238096,1102.78,0.0,0.995,0.0,,0.5,0.7
previous_positive,0.0,0.1,65,68,0.4761904761904761,0.2,-0.2761904761904761,0.2761904761904761,0.4761904761904761,0.78,0.3038095238095239,0.3038095238095239,2235.8571428571427,1049.8,-0.1,0.995,-0.1,,0.75,0.7
previous_p_positive,0.25,0.5,303,304,0.4761904761904761,0.2,-0.2761904761904761,0.2761904761904761,0.5238095238095238,0.8,0.2761904761904762,0.2761904761904762,2099.904761904762,1122.3,-0.02,0.995,-0.25,0.25,,0.7
fresh_positive,0.7,0.85,508,589,0.4761904761904761,0.2,-0.2761904761904761,0.2761904761904761,0.5238095238095238,0.8,0.2761904761904762,0.2761904761904762,2151.333333333333,1122.14,0.0,0.9,0.0,0.1,0.5,
fresh_p_positive,0.9,0.97,328,355,0.4761904761904761,0.2,-0.2761904761904761,0.2761904761904761,0.5238095238095238,0.8,0.2761904761904762,0.2761904761904762,2230.714285714286,1068.04,-0.02,,-0.25,0.1,0.5,0.85
fresh_positive,0.7,0.85,267,348,0.4761904761904761,0.2,-0.2761904761904761,0.2761904761904761,0.5238095238095238,0.8,0.2761904761904762,0.2761904761904762,2284.3809523809523,1194.48,-0.02,0.9,0.0,0.25,0.25,
previous_negative,-0.25,-0.1,432,441,0.4761904761904761,0.2,-0.2761904761904761,0.2761904761904761,0.5238095238095238,0.76,0.23619047619047617,0.23619047619047617,2214.4761904761904,1143.22,-0.02,0.97,,0.0,0.25,1.0
fresh_positive,0.7,0.85,40,121,0.3846153846153846,0.1111111111111111,-0.2735042735042735,0.2735042735042735,0.5769230769230769,0.8666666666666667,0.2897435897435898,0.2897435897435898,1868.1538461538464,789.2777777777778,-0.1,0.97,-0.1,0.1,0.5,
fresh_p_positive,0.9,0.97,502,529,0.4347826086956521,0.1612903225806451,-0.273492286115007,0.273492286115007,0.5652173913043478,0.8387096774193549,0.2734922861150071,0.2734922861150071,2060.4347826086955,948.016129032258,0.0,,-0.1,0.25,0.5,0.7
fresh_positive,0.7,0.85,550,631,0.4761904761904761,0.2040816326530612,-0.27210884353741494,0.27210884353741494,0.4285714285714285,0.7959183673469388,0.3673469387755103,0.3673469387755103,2456.3809523809523,903.8163265306124,0.0,0.995,-0.1,0.0,0.5,
fresh_positive,0.7,0.85,280,361,0.4761904761904761,0.2040816326530612,-0.27210884353741494,0.27210884353741494,0.4761904761904761,0.7959183673469388,0.31972789115646266,0.31972789115646266,2447.428571428572,1017.1632653061224,-0.02,0.97,-0.1,0.0,0.5,
fresh_p_positive,0.9,0.97,90,117,0.4761904761904761,0.2040816326530612,-0.27210884353741494,0.27210884353741494,0.4761904761904761,0.7755102040816326,0.2993197278911565,0.2993197278911565,2568.714285714286,1214.1020408163265,-0.1,,-0.1,0.0,0.25,0.85
previous_positive,0.0,0.1,73,76,0.4761904761904761,0.2040816326530612,-0.27210884353741494,0.27210884353741494,0.5238095238095238,0.7755102040816326,0.2517006802721088,0.2517006802721088,2150.190476190476,1132.4489795918366,-0.1,0.995,0.0,,0.5,0.7
fresh_positive,0.7,0.85,500,581,0.4761904761904761,0.2040816326530612,-0.27210884353741494,0.27210884353741494,0.5238095238095238,0.7755102040816326,0.2517006802721088,0.2517006802721088,2182.285714285714,1237.734693877551,0.0,0.9,-0.1,0.1,0.75,
fresh_positive,0.7,0.85,289,370,0.4,0.1298701298701298,-0.2701298701298702,0.2701298701298702,0.56,0.8441558441558441,0.28415584415584405,0.28415584415584405,1961.76,783.1818181818181,-0.02,0.97,0.0,0.0,0.5,
previous_negative,-0.25,-0.1,195,204,0.4,0.1298701298701298,-0.2701298701298702,0.2701298701298702,0.6,0.8701298701298701,0.2701298701298701,0.2701298701298701,1800.56,809.2597402597403,-0.1,0.97,,0.25,0.25,1.0
previous_p_positive,0.25,0.5,465,466,0.4,0.1298701298701298,-0.2701298701298702,0.2701298701298702,0.6,0.8571428571428571,0.2571428571428571,0.2571428571428571,1678.44,731.5194805194806,-0.02,0.995,-0.25,0.25,,1.0
fresh_positive,0.7,0.85,290,371,0.4,0.1298701298701298,-0.2701298701298702,0.2701298701298702,0.6,0.8571428571428571,0.2571428571428571,0.2571428571428571,1759.48,869.8701298701299,-0.02,0.97,0.0,0.0,0.75,
previous_positive,0.0,0.1,263,266,0.625,0.3571428571428571,-0.2678571428571429,0.2678571428571429,0.375,0.6428571428571429,0.2678571428571429,0.2678571428571429,2877.125,1954.357142857143,-0.02,0.9,0.0,,0.75,0.7
previous_positive,0.0,0.1,550,553,0.4761904761904761,0.2083333333333333,-0.2678571428571428,0.2678571428571428,0.4285714285714285,0.75,0.3214285714285715,0.3214285714285715,2456.3809523809523,1378.2916666666667,0.0,0.995,-0.1,,0.5,0.7
fresh_p_positive,0.9,0.97,508,535,0.4761904761904761,0.2083333333333333,-0.2678571428571428,0.2678571428571428,0.5238095238095238,0.7916666666666666,0.2678571428571428,0.2678571428571428,2151.333333333333,1099.7708333333333,0.0,,0.0,0.1,0.5,0.7
fresh_positive,0.7,0.85,31,112,0.4761904761904761,0.2083333333333333,-0.2678571428571428,0.2678571428571428,0.5238095238095238,0.7916666666666666,0.2678571428571428,0.2678571428571428,2171.0476190476197,1165.25,-0.1,0.97,-0.25,0.1,0.5,
previous_p_positive,0.25,0.5,435,436,0.4761904761904761,0.2083333333333333,-0.2678571428571428,0.2678571428571428,0.5238095238095238,0.7916666666666666,0.2678571428571428,0.2678571428571428,2376.619047619048,969.1458333333334,-0.02,0.97,-0.25,0.1,,1.0
previous_positive,0.0,0.1,542,545,0.4761904761904761,0.2083333333333333,-0.2678571428571428,0.2678571428571428,0.5238095238095238,0.7708333333333334,0.24702380952380953,0.24702380952380953,1997.857142857143,1136.4791666666667,0.0,0.995,-0.25,,0.75,0.7
fresh_p_positive,0.9,0.97,500,527,0.4761904761904761,0.2083333333333333,-0.2678571428571428,0.2678571428571428,0.5238095238095238,0.7708333333333334,0.24702380952380953,0.24702380952380953,2182.285714285714,1007.3541666666666,0.0,,-0.1,0.1,0.75,0.7
fresh_positive,0.7,0.85,23,104,0.4761904761904761,0.2083333333333333,-0.2678571428571428,0.2678571428571428,0.5238095238095238,0.7708333333333334,0.24702380952380953,0.24702380952380953,2299.4761904761904,1334.0833333333333,-0.1,0.9,0.0,0.1,0.75,
previous_negative,-0.25,-0.1,303,312,0.4761904761904761,0.2083333333333333,-0.2678571428571428,0.2678571428571428,0.5238095238095238,0.75,0.22619047619047616,0.22619047619047616,2099.904761904762,1340.7291666666667,-0.02,0.995,,0.25,0.25,0.7
fresh_positive,0.7,0.85,505,586,0.5,0.2325581395348837,-0.2674418604651163,0.2674418604651163,0.4,0.7441860465116279,0.3441860465116279,0.3441860465116279,2678.95,1368.9767441860463,0.0,0.9,0.0,0.0,0.5,
fresh_positive,0.7,0.85,262,343,0.5,0.2325581395348837,-0.2674418604651163,0.2674418604651163,0.5,0.7441860465116279,0.2441860465116279,0.2441860465116279,2542.2,1336.0,-0.02,0.9,0.0,0.0,0.5,
previous_p_positive,0.25,0.5,654,655,0.5,0.2325581395348837,-0.2674418604651163,0.2674418604651163,0.5,0.7209302325581395,0.22093023255813948,0.22093023255813948,2251.75,1383.9302325581396,0.0,0.9,-0.25,0.25,,1.0
fresh_positive,0.7,0.85,258,339,0.6666666666666666,0.4,-0.2666666666666666,0.2666666666666666,0.2666666666666666,0.6,0.33333333333333337,0.33333333333333337,2831.4,1905.96,-0.02,0.9,-0.1,0.25,0.25,
fresh_p_positive,0.9,0.97,84,111,0.6666666666666666,0.4,-0.2666666666666666,0.2666666666666666,0.2666666666666666,0.6,0.33333333333333337,0.33333333333333337,3403.9333333333334,1976.84,-0.1,,-0.25,0.1,0.25,0.85
previous_p_positive,0.25,0.5,300,301,0.6666666666666666,0.4,-0.2666666666666666,0.2666666666666666,0.3333333333333333,0.56,0.22666666666666674,0.22666666666666674,2734.0666666666666,1917.52,-0.02,0.995,-0.25,0.1,,0.7
fresh_p_positive,0.9,0.97,504,531,0.6666666666666666,0.4,-0.2666666666666666,0.2666666666666666,0.3333333333333333,0.56,0.22666666666666674,0.22666666666666674,2761.733333333333,1788.0,0.0,,0.0,0.0,0.25,0.7
previous_positive,0.1,0.25,265,268,0.5,0.238095238095238,-0.261904761904762,0.261904761904762,0.5,0.7619047619047619,0.26190476190476186,0.26190476190476186,2159.55,1504.6190476190477,-0.02,0.9,0.0,,0.5,0.7
fresh_positive,0.7,0.85,493,574,0.5,0.238095238095238,-0.261904761904762,0.261904761904762,0.5,0.7619047619047619,0.26190476190476186,0.26190476190476186,2446.5,1407.2857142857142,0.0,0.9,-0.25,0.25,0.5,
fresh_p_positive,0.9,0.97,103,130,0.3333333333333333,0.0714285714285714,-0.2619047619047619,0.2619047619047619,0.6666666666666666,0.9214285714285714,0.25476190476190474,0.25476190476190474,1764.4333333333334,487.82142857142856,-0.1,,0.0,0.1,0.5,0.85
previous_positive,0.0,0.1,506,509,0.5555555555555556,0.2941176470588235,-0.2614379084967321,0.2614379084967321,0.4444444444444444,0.7058823529411765,0.2614379084967321,0.2614379084967321,2494.6111111111118,1998.1470588235293,0.0,0.9,0.0,,0.75,0.7
fresh_positive,0.7,0.85,560,641,0.4,0.1388888888888889,-0.2611111111111111,0.2611111111111111,0.56,0.8611111111111112,0.3011111111111111,0.3011111111111111,1898.32,724.6527777777778,0.0,0.995,0.0,0.0,0.75,
fresh_positive,0.7,0.85,531,612,0.4,0.1388888888888889,-0.2611111111111111,0.2611111111111111,0.56,0.8472222222222222,0.28722222222222216,0.28722222222222216,1788.0,773.8055555555555,0.0,0.97,0.0,0.0,0.25,
fresh_positive,0.7,0.85,74,155,0.4,0.1388888888888889,-0.2611111111111111,0.2611111111111111,0.56,0.8472222222222222,0.28722222222222216,0.28722222222222216,1837.12,792.0694444444445,-0.1,0.995,0.0,0.0,0.75,
fresh_positive,0.7,0.85,532,613,0.4,0.1388888888888889,-0.2611111111111111,0.2611111111111111,0.6,0.8611111111111112,0.2611111111111112,0.2611111111111112,1825.72,705.4444444444445,0.0,0.97,0.0,0.0,0.5,
fresh_positive,0.7,0.85,303,384,0.4761904761904761,0.217391304347826,-0.2587991718426501,0.2587991718426501,0.5238095238095238,0.782608695652174,0.2587991718426501,0.2587991718426501,2099.904761904762,1113.4130434782608,-0.02,0.995,-0.25,0.25,0.25,
previous_positive,0.1,0.25,500,503,0.4761904761904761,0.217391304347826,-0.2587991718426501,0.2587991718426501,0.5238095238095238,0.782608695652174,0.2587991718426501,0.2587991718426501,2182.285714285714,1137.8695652173913,0.0,0.9,-0.1,,0.75,0.7
previous_negative,-0.25,-0.1,135,144,0.4761904761904761,0.217391304347826,-0.2587991718426501,0.2587991718426501,0.5238095238095238,0.7608695652173914,0.23706004140786752,0.23706004140786752,2130.714285714286,1147.3695652173913,-0.1,0.995,,0.0,0.25,0.85
previous_positive,0.1,0.25,31,34,0.4761904761904761,0.217391304347826,-0.2587991718426501,0.2587991718426501,0.5238095238095238,0.7391304347826086,0.2153209109730848,0.2153209109730848,2171.0476190476197,1635.0,-0.1,0.97,-0.25,,0.5,0.7
fresh_p_positive,0.9,0.97,248,275,0.4761904761904761,0.217391304347826,-0.2587991718426501,0.2587991718426501,0.5238095238095238,0.7391304347826086,0.2153209109730848,0.2153209109730848,2340.2380952380954,1385.5652173913045,-0.02,,-0.25,0.1,0.75,0.7
previous_negative,-0.25,-0.1,678,687,0.4166666666666667,0.1612903225806451,-0.2553763440860216,0.2553763440860216,0.5833333333333334,0.8225806451612904,0.239247311827957,0.239247311827957,2014.75,982.2258064516128,0.0,0.97,,0.1,0.25,1.0
previous_p_positive,0.25,0.5,87,88,0.625,0.3703703703703703,-0.2546296296296297,0.2546296296296297,0.3125,0.5925925925925926,0.28009259259259256,0.28009259259259256,2722.3125,1768.7407407407406,-0.1,0.9,-0.25,0.25,,0.85
previous_p_positive,0.25,0.5,330,331,0.625,0.3703703703703703,-0.2546296296296297,0.2546296296296297,0.375,0.6296296296296297,0.25462962962962965,0.25462962962962965,2671.625,1849.2962962962963,-0.02,0.9,-0.25,0.25,,0.85
previous_negative,-0.25,-0.1,276,285,0.625,0.3703703703703703,-0.2546296296296297,0.2546296296296297,0.375,0.6296296296296297,0.25462962962962965,0.25462962962962965,3079.8125,1780.3333333333333,-0.02,0.97,,0.25,0.25,0.7
fresh_p_positive,0.9,0.97,93,120,0.4545454545454545,0.2,-0.25454545454545446,0.25454545454545446,0.5454545454545454,0.8,0.25454545454545463,0.25454545454545463,2064.5,971.84,-0.1,,-0.1,0.1,0.25,0.85
fresh_p_positive,0.9,0.97,88,115,0.3703703703703703,0.1162790697674418,-0.2540913006029285,0.2540913006029285,0.5925925925925926,0.8837209302325582,0.2911283376399656,0.2911283376399656,1768.7407407407406,875.953488372093,-0.1,,-0.25,0.25,0.5,0.85
fresh_p_positive,0.9,0.97,264,291,0.4761904761904761,0.2222222222222222,-0.2539682539682539,0.2539682539682539,0.4285714285714285,0.7777777777777778,0.3492063492063493,0.3492063492063493,2451.285714285714,1276.4444444444443,-0.02,,0.0,0.1,0.25,0.7
fresh_positive,0.7,0.85,264,345,0.4761904761904761,0.2222222222222222,-0.2539682539682539,0.2539682539682539,0.4285714285714285,0.7555555555555555,0.32698412698412704,0.32698412698412704,2451.285714285714,1372.9333333333334,-0.02,0.9,0.0,0.1,0.25,
previous_negative,-0.25,-0.1,573,582,0.4761904761904761,0.2222222222222222,-0.2539682539682539,0.2539682539682539,0.4761904761904761,0.7777777777777778,0.3015873015873017,0.3015873015873017,2683.809523809524,1467.8444444444444,0.0,0.9,,0.25,0.25,0.85
previous_p_positive,0.25,0.5,135,136,0.4761904761904761,0.2222222222222222,-0.2539682539682539,0.2539682539682539,0.5238095238095238,0.7777777777777778,0.25396825396825395,0.25396825396825395,2130.714285714286,1198.7333333333331,-0.1,0.995,-0.25,0.0,,0.85
previous_negative,-0.25,-0.1,411,420,0.4761904761904761,0.2222222222222222,-0.2539682539682539,0.2539682539682539,0.5238095238095238,0.7777777777777778,0.25396825396825395,0.25396825396825395,2430.4761904761904,1122.1555555555556,-0.02,0.9,,0.25,0.25,1.0
previous_negative,-0.25,-0.1,651,660,0.4761904761904761,0.2222222222222222,-0.2539682539682539,0.2539682539682539,0.5238095238095238,0.7777777777777778,0.25396825396825395,0.25396825396825395,2450.809523809524,1364.2,0.0,0.9,,0.1,0.25,1.0
previous_negative,-0.25,-0.1,328,337,0.4761904761904761,0.2222222222222222,-0.2539682539682539,0.2539682539682539,0.5238095238095238,0.7555555555555555,0.2317460317460317,0.2317460317460317,2230.714285714286,1477.8666666666666,-0.02,0.9,,0.1,0.5,0.85
fresh_positive,0.7,0.85,502,583,0.4347826086956521,0.1818181818181818,-0.25296442687747034,0.25296442687747034,0.5652173913043478,0.8,0.23478260869565226,0.23478260869565226,2060.4347826086955,1305.3090909090909,0.0,0.9,-0.1,0.25,0.5,
previous_p_positive,0.25,0.5,216,217,0.5,0.25,-0.25,0.25,0.45,0.75,0.3,0.3,2364.5,1185.375,-0.1,0.995,-0.25,0.0,,1.0
fresh_positive,0.7,0.85,519,600,0.5,0.25,-0.25,0.25,0.5,0.75,0.25,0.25,2304.65,1233.5,0.0,0.97,-0.25,0.25,0.25,
fresh_positive,0.7,0.85,14,95,0.5,0.25,-0.25,0.25,0.5,0.75,0.25,0.25,2508.05,1339.65,-0.1,0.9,-0.1,0.1,0.75,
previous_p_positive,0.25,0.5,459,460,0.5,0.25,-0.25,0.25,0.5,0.725,0.22499999999999998,0.22499999999999998,2144.7,1186.725,-0.02,0.995,-0.25,0.0,,1.0
previous_p_positive,0.25,0.5,309,310,0.5,0.25,-0.25,0.25,0.5,0.725,0.22499999999999998,0.22499999999999998,2158.8,1303.25,-0.02,0.995,-0.1,0.1,,0.7
previous_p_positive,0.25,0.5,282,283,0.5,0.25,-0.25,0.25,0.5,0.725,0.22499999999999998,0.22499999999999998,2160.4,1433.275,-0.02,0.97,-0.1,0.1,,0.7
fresh_positive,0.7,0.85,516,597,0.6666666666666666,0.4166666666666667,-0.24999999999999994,0.24999999999999994,0.2666666666666666,0.5833333333333334,0.31666666666666676,0.31666666666666676,3036.133333333333,1919.5,0.0,0.97,-0.25,0.1,0.25,
fresh_positive,0.7,0.85,300,381,0.6666666666666666,0.4166666666666667,-0.24999999999999994,0.24999999999999994,0.3333333333333333,0.5833333333333334,0.25000000000000006,0.25000000000000006,2734.0666666666666,1835.4583333333333,-0.02,0.995,-0.25,0.1,0.25,
fresh_p_positive,0.9,0.97,496,523,0.6666666666666666,0.4166666666666667,-0.24999999999999994,0.24999999999999994,0.3333333333333333,0.5416666666666666,0.20833333333333331,0.20833333333333331,2728.0666666666666,2131.0416666666665,0.0,,-0.1,0.0,0.5,0.7
fresh_p_positive,0.97,0.995,29,56,0.6666666666666666,0.4166666666666667,-0.24999999999999994,0.24999999999999994,0.3333333333333333,0.4583333333333333,0.125,0.125,2564.8,2425.75,-0.1,,-0.25,0.0,0.75,0.7
previous_p_positive,0.5,0.75,31,32,0.4761904761904761,0.2272727272727272,-0.2489177489177489,0.2489177489177489,0.5238095238095238,0.75,0.22619047619047616,0.22619047619047616,2171.0476190476197,1396.5454545454545,-0.1,0.97,-0.25,0.1,,0.7
previous_p_positive,0.25,0.5,432,433,0.4761904761904761,0.2272727272727272,-0.2489177489177489,0.2489177489177489,0.5238095238095238,0.75,0.22619047619047616,0.22619047619047616,2214.4761904761904,1300.6818181818182,-0.02,0.97,-0.25,0.0,,1.0
fresh_p_positive,0.9,0.97,331,358,0.3703703703703703,0.1219512195121951,-0.24841915085817518,0.24841915085817518,0.6296296296296297,0.8780487804878049,0.24841915085817523,0.24841915085817523,1849.2962962962963,741.5365853658536,-0.02,,-0.25,0.25,0.5,0.85
previous_negative,-0.25,-0.1,222,231,0.3703703703703703,0.1234567901234567,-0.2469135802469136,0.2469135802469136,0.6296296296296297,0.8765432098765432,0.24691358024691357,0.24691358024691357,1606.3333333333333,627.5802469135803,-0.1,0.995,,0.25,0.25,1.0
previous_negative,-0.25,-0.1,681,690,0.3703703703703703,0.1234567901234567,-0.2469135802469136,0.2469135802469136,0.6296296296296297,0.8765432098765432,0.24691358024691357,0.24691358024691357,1627.074074074074,751.0987654320987,0.0,0.97,,0.25,0.25,1.0
fresh_positive,0.7,0.85,285,366,0.3703703703703703,0.1234567901234567,-0.2469135802469136,0.2469135802469136,0.6296296296296297,0.8641975308641975,0.23456790123456783,0.23456790123456783,1780.3333333333333,763.2469135802469,-0.02,0.97,-0.1,0.25,0.25,
fresh_positive,0.7,0.85,524,605,0.4347826086956521,0.1886792452830188,-0.2461033634126333,0.2461033634126333,0.5217391304347826,0.8113207547169812,0.2895816242821986,0.2895816242821986,1969.695652173913,958.0188679245284,0.0,0.97,-0.1,0.0,0.75,
fresh_positive,0.7,0.85,38,119,0.4347826086956521,0.1886792452830188,-0.2461033634126333,0.2461033634126333,0.5217391304347826,0.8113207547169812,0.2895816242821986,0.2895816242821986,2021.782608695652,949.8679245283018,-0.1,0.97,-0.1,0.0,0.75,
fresh_positive,0.7,0.85,558,639,0.3846153846153846,0.1388888888888889,-0.2457264957264957,0.2457264957264957,0.5769230769230769,0.8611111111111112,0.2841880341880343,0.2841880341880343,1844.9615384615383,732.7638888888889,0.0,0.995,0.0,0.0,0.25,
previous_positive,0.0,0.1,162,165,0.8333333333333334,0.5882352941176471,-0.2450980392156863,0.2450980392156863,0.1666666666666666,0.4117647058823529,0.24509803921568632,0.24509803921568632,3372.333333333333,2680.529411764706,-0.1,0.9,-0.25,,0.25,1.0
previous_p_positive,0.25,0.5,162,163,0.8333333333333334,0.5882352941176471,-0.2450980392156863,0.2450980392156863,0.1666666666666666,0.4117647058823529,0.24509803921568632,0.24509803921568632,3372.333333333333,2467.0,-0.1,0.9,-0.25,0.0,,1.0
previous_positive,0.1,0.25,248,251,0.4761904761904761,0.2325581395348837,-0.24363233665559242,0.24363233665559242,0.5238095238095238,0.7441860465116279,0.22037652270210406,0.22037652270210406,2340.2380952380954,1637.3720930232555,-0.02,0.9,-0.25,,0.75,0.7
previous_negative,-0.25,-0.1,165,174,0.5882352941176471,0.3448275862068966,-0.2434077079107505,0.2434077079107505,0.4117647058823529,0.6551724137931034,0.2434077079107505,0.2434077079107505,2680.529411764706,1741.1724137931035,-0.1,0.9,,0.1,0.25,1.0
previous_positive,0.0,0.1,47,50,0.4347826086956521,0.1923076923076923,-0.24247491638795982,0.24247491638795982,0.5652173913043478,0.8076923076923077,0.24247491638795993,0.24247491638795993,1778.608695652174,1094.826923076923,-0.1,0.97,0.0,,0.75,0.7
previous_positive,0.0,0.1,297,300,0.9090909090909092,0.6666666666666666,-0.24242424242424254,0.24242424242424254,0.0909090909090909,0.3333333333333333,0.24242424242424243,0.24242424242424243,3354.090909090909,2734.0666666666666,-0.02,0.995,-0.25,,0.25,0.7
previous_p_positive,0.25,0.5,27,28,0.9090909090909092,0.6666666666666666,-0.24242424242424254,0.24242424242424254,0.0909090909090909,0.3333333333333333,0.24242424242424243,0.24242424242424243,3369.7272727272725,2903.5333333333333,-0.1,0.97,-0.25,0.0,,0.7
fresh_p_positive,0.9,0.97,2,29,0.9090909090909092,0.6666666666666666,-0.24242424242424254,0.24242424242424254,0.0909090909090909,0.3333333333333333,0.24242424242424243,0.24242424242424243,3533.3636363636365,2564.8,-0.1,,-0.25,0.0,0.75,0.7
fresh_negative,-0.1,-0.02,15,258,0.9090909090909092,0.6666666666666666,-0.24242424242424254,0.24242424242424254,0.0909090909090909,0.2666666666666666,0.17575757575757572,0.17575757575757572,3408.090909090909,2831.4,,0.9,-0.1,0.25,0.25,0.7
previous_positive,0.0,0.1,81,84,0.9090909090909092,0.6666666666666666,-0.24242424242424254,0.24242424242424254,0.0909090909090909,0.2666666666666666,0.17575757575757572,0.17575757575757572,3474.0,3403.9333333333334,-0.1,0.9,-0.25,,0.25,0.85
fresh_p_positive,0.9,0.97,489,516,0.9090909090909092,0.6666666666666666,-0.24242424242424254,0.24242424242424254,0.0909090909090909,0.2666666666666666,0.17575757575757572,0.17575757575757572,3490.090909090909,3036.133333333333,0.0,,-0.25,0.1,0.25,0.7
fresh_p_positive,0.9,0.97,259,286,0.3703703703703703,0.1298701298701298,-0.2405002405002405,0.2405002405002405,0.5925925925925926,0.8571428571428571,0.26455026455026454,0.26455026455026454,1969.888888888889,992.7272727272727,-0.02,,-0.1,0.25,0.5,0.7
previous_negative,-0.25,-0.1,708,717,0.3703703703703703,0.1298701298701298,-0.2405002405002405,0.2405002405002405,0.6296296296296297,0.8701298701298701,0.24050024050024044,0.24050024050024044,1647.6296296296296,659.4025974025974,0.0,0.995,,0.25,0.25,1.0
previous_p_positive,0.25,0.5,222,223,0.3703703703703703,0.1298701298701298,-0.2405002405002405,0.2405002405002405,0.6296296296296297,0.8571428571428571,0.22751322751322745,0.22751322751322745,1606.3333333333333,756.6233766233767,-0.1,0.995,-0.25,0.25,,1.0
previous_p_positive,0.25,0.5,285,286,0.3703703703703703,0.1298701298701298,-0.2405002405002405,0.2405002405002405,0.6296296296296297,0.8571428571428571,0.22751322751322745,0.22751322751322745,1780.3333333333333,992.7272727272727,-0.02,0.97,-0.1,0.25,,0.7
previous_negative,-0.1,0.0,63,72,0.625,0.3846153846153846,-0.24038461538461542,0.24038461538461542,0.25,0.5769230769230769,0.32692307692307687,0.32692307692307687,2822.875,1888.0,-0.1,0.995,,0.0,0.25,0.7
previous_positive,0.0,0.1,20,23,0.7142857142857143,0.4761904761904761,-0.2380952380952382,0.2380952380952382,0.2142857142857142,0.5238095238095238,0.30952380952380965,0.30952380952380965,2989.3571428571427,2299.4761904761904,-0.1,0.9,0.0,,0.75,0.7
previous_p_positive,0.25,0.5,327,328,0.7142857142857143,0.4761904761904761,-0.2380952380952382,0.2380952380952382,0.2857142857142857,0.5238095238095238,0.23809523809523814,0.23809523809523814,2849.8571428571427,2230.714285714286,-0.02,0.9,-0.25,0.1,,0.85
fresh_negative,-0.1,-0.02,168,411,0.7142857142857143,0.4761904761904761,-0.2380952380952382,0.2380952380952382,0.2857142857142857,0.5238095238095238,0.23809523809523814,0.23809523809523814,2930.214285714286,2430.4761904761904,,0.9,-0.25,0.25,0.25,1.0
fresh_p_positive,0.9,0.97,253,280,0.7142857142857143,0.4761904761904761,-0.2380952380952382,0.2380952380952382,0.2857142857142857,0.4761904761904761,0.1904761904761904,0.1904761904761904,3091.3571428571427,2447.428571428572,-0.02,,-0.1,0.0,0.5,0.7
fresh_negative,-0.1,-0.02,21,264,0.7142857142857143,0.4761904761904761,-0.2380952380952382,0.2380952380952382,0.2857142857142857,0.4285714285714285,0.1428571428571428,0.1428571428571428,2905.5,2451.285714285714,,0.9,0.0,0.1,0.25,0.7
previous_positive,0.0,0.1,261,264,0.7142857142857143,0.4761904761904761,-0.2380952380952382,0.2380952380952382,0.2857142857142857,0.4285714285714285,0.1428571428571428,0.1428571428571428,2917.214285714286,2451.285714285714,-0.02,0.9,0.0,,0.25,0.7
previous_p_positive,0.25,0.5,573,574,0.4761904761904761,0.238095238095238,-0.2380952380952381,0.2380952380952381,0.4761904761904761,0.7619047619047619,0.28571428571428575,0.28571428571428575,2683.809523809524,1407.2857142857142,0.0,0.9,-0.25,0.25,,0.85
previous_p_positive,0.25,0.5,192,193,0.4761904761904761,0.238095238095238,-0.2380952380952381,0.2380952380952381,0.5238095238095238,0.7619047619047619,0.23809523809523803,0.23809523809523803,1999.2857142857144,1040.547619047619,-0.1,0.97,-0.25,0.1,,1.0
previous_p_positive,0.25,0.5,267,268,0.4761904761904761,0.238095238095238,-0.2380952380952381,0.2380952380952381,0.5238095238095238,0.7619047619047619,0.23809523809523803,0.23809523809523803,2284.3809523809523,1504.6190476190477,-0.02,0.9,0.0,0.25,,0.7
previous_negative,-0.25,-0.1,517,526,0.5,0.2631578947368421,-0.2368421052631579,0.2368421052631579,0.45,0.7368421052631579,0.28684210526315784,0.28684210526315784,2235.85,1634.4473684210527,0.0,0.97,,0.1,0.5,0.7
