candidate_index,local_index,fresh_negative,fresh_positive,fresh_p_positive,previous_negative,previous_positive,previous_p_positive,shots,repeats,trials,logical_failures,target_logical_errors,stopped_early,logical_failure_rate,converged,convergence_rate,mean_iterations
377,37,-0.02,0.85,0.97,0.0,0.25,0.75,50000,1,319,10,10,True,0.03134796238244514,309,0.9686520376175548,228.1630094043887
387,38,-0.02,0.85,0.995,-0.1,0.0,0.25,50000,1,45,10,10,True,0.2222222222222222,35,0.7777777777777778,963.6666666666666
397,39,-0.02,0.85,0.995,0.0,0.0,0.5,50000,1,52,10,10,True,0.19230769230769232,41,0.7884615384615384,852.1923076923077
407,40,-0.02,1.0,0.9,-0.25,0.0,0.75,50000,1,27,10,10,True,0.37037037037037035,17,0.6296296296296297,1586.2592592592594
417,41,-0.02,1.0,0.9,-0.1,0.1,0.25,50000,1,38,10,10,True,0.2631578947368421,28,0.7368421052631579,1201.0526315789473
427,42,-0.02,1.0,0.9,0.0,0.1,0.5,50000,1,58,10,10,True,0.1724137931034483,48,0.8275862068965517,999.8103448275862
437,43,-0.02,1.0,0.97,-0.25,0.1,0.75,50000,1,81,10,10,True,0.12345679012345678,71,0.8765432098765432,728.1851851851852
447,44,-0.02,1.0,0.97,-0.1,0.25,0.25,50000,1,81,10,10,True,0.12345679012345678,71,0.8765432098765432,695.1851851851852
457,45,-0.02,1.0,0.97,0.0,0.25,0.5,50000,1,202,10,10,True,0.04950495049504951,192,0.9504950495049505,317.05940594059405
467,46,-0.02,1.0,0.995,-0.25,0.25,0.75,50000,1,309,10,10,True,0.032362459546925564,299,0.9676375404530745,258.0744336569579
477,47,-0.02,1.0,0.995,0.0,0.0,0.25,50000,1,81,10,10,True,0.12345679012345678,71,0.8765432098765432,607.1728395061729
487,48,0.0,0.7,0.9,-0.25,0.0,0.5,50000,1,12,10,10,True,0.8333333333333334,2,0.16666666666666666,3362.1666666666665
497,49,0.0,0.7,0.9,-0.1,0.0,0.75,50000,1,16,10,10,True,0.625,4,0.25,3053.125
507,50,0.0,0.7,0.9,0.0,0.1,0.25,50000,1,23,10,10,True,0.43478260869565216,11,0.4782608695652174,2469.5652173913045
517,51,0.0,0.7,0.97,-0.25,0.1,0.5,50000,1,20,10,10,True,0.5,9,0.45,2235.85
527,52,0.0,0.7,0.97,-0.1,0.1,0.75,50000,1,48,10,10,True,0.20833333333333334,37,0.7708333333333334,1007.3541666666666
537,53,0.0,0.7,0.97,0.0,0.25,0.25,50000,1,50,10,10,True,0.2,40,0.8,1123.74
547,54,0.0,0.7,0.995,-0.25,0.25,0.5,50000,1,51,10,10,True,0.19607843137254902,41,0.803921568627451,1278.7843137254902
557,55,0.0,0.7,0.995,-0.1,0.25,0.75,50000,1,157,10,10,True,0.06369426751592357,146,0.9299363057324841,372.8089171974522
567,56,0.0,0.85,0.9,-0.25,0.0,0.25,50000,1,18,10,10,True,0.5555555555555556,8,0.4444444444444444,2646.3888888888887
577,57,0.0,0.85,0.9,-0.1,0.0,0.5,50000,1,38,10,10,True,0.2631578947368421,28,0.7368421052631579,1544.157894736842
587,58,0.0,0.85,0.9,0.0,0.0,0.75,50000,1,44,10,10,True,0.22727272727272727,32,0.7272727272727273,1367.6136363636363
597,59,0.0,0.85,0.97,-0.25,0.1,0.25,50000,1,24,10,10,True,0.4166666666666667,14,0.5833333333333334,1919.5
607,60,0.0,0.85,0.97,-0.1,0.1,0.5,50000,1,77,10,10,True,0.12987012987012986,67,0.8701298701298701,635.9090909090909
617,61,0.0,0.85,0.97,0.0,0.1,0.75,50000,1,149,10,10,True,0.06711409395973154,139,0.9328859060402684,417.241610738255
627,62,0.0,0.85,0.995,-0.25,0.25,0.25,50000,1,45,10,10,True,0.2222222222222222,35,0.7777777777777778,1201.4666666666667
637,63,0.0,0.85,0.995,-0.1,0.25,0.5,50000,1,202,10,10,True,0.04950495049504951,192,0.9504950495049505,323.480198019802
647,64,0.0,0.85,0.995,0.0,0.25,0.75,50000,1,335,10,10,True,0.029850746268656716,325,0.9701492537313433,189.90746268656716
657,65,0.0,1.0,0.9,-0.1,0.0,0.25,50000,1,40,10,10,True,0.25,30,0.75,1351.025
667,66,0.0,1.0,0.9,0.0,0.0,0.5,50000,1,45,10,10,True,0.2222222222222222,35,0.7777777777777778,1109.9555555555555
677,67,0.0,1.0,0.97,-0.25,0.0,0.75,50000,1,51,10,10,True,0.19607843137254902,41,0.803921568627451,1031.235294117647
687,68,0.0,1.0,0.97,-0.1,0.1,0.25,50000,1,62,10,10,True,0.16129032258064516,51,0.8225806451612904,982.2258064516129
697,69,0.0,1.0,0.97,0.0,0.1,0.5,50000,1,169,10,10,True,0.05917159763313609,158,0.9349112426035503,380.97633136094674
707,70,0.0,1.0,0.995,-0.25,0.1,0.75,50000,1,149,10,10,True,0.06711409395973154,139,0.9328859060402684,415.77852348993287
717,71,0.0,1.0,0.995,-0.1,0.25,0.25,50000,1,77,10,10,True,0.12987012987012986,67,0.8701298701298701,659.4025974025974
727,72,0.0,1.0,0.995,0.0,0.25,0.5,50000,1,319,10,10,True,0.03134796238244514,308,0.9655172413793104,243.98746081504703
