candidate_index,local_index,fresh_negative,fresh_positive,fresh_p_positive,previous_negative,previous_positive,previous_p_positive,shots,repeats,trials,logical_failures,target_logical_errors,stopped_early,logical_failure_rate,converged,convergence_rate,mean_iterations
129,12,-0.1,0.85,0.97,0.0,0.1,0.25,50000,1,124,10,10,True,0.08064516129032258,114,0.9193548387096774,554.5645161290323
139,13,-0.1,0.85,0.995,-0.25,0.1,0.5,50000,1,53,10,10,True,0.18867924528301888,43,0.8113207547169812,1007.7735849056604
149,14,-0.1,0.85,0.995,-0.1,0.1,0.75,50000,1,152,10,10,True,0.06578947368421052,142,0.9342105263157895,419.7763157894737
159,15,-0.1,0.85,0.995,0.0,0.25,0.25,50000,1,202,10,10,True,0.04950495049504951,192,0.9504950495049505,328.9306930693069
169,16,-0.1,1.0,0.9,-0.25,0.25,0.5,50000,1,27,10,10,True,0.37037037037037035,17,0.6296296296296297,2031.5185185185185
179,17,-0.1,1.0,0.9,-0.1,0.25,0.75,50000,1,50,10,10,True,0.2,40,0.8,1248.6
189,18,-0.1,1.0,0.97,-0.25,0.0,0.25,50000,1,20,10,10,True,0.5,10,0.5,2387.75
199,19,-0.1,1.0,0.97,-0.1,0.0,0.5,50000,1,51,10,10,True,0.19607843137254902,41,0.803921568627451,1016.2352941176471
209,20,-0.1,1.0,0.97,0.0,0.0,0.75,50000,1,124,10,10,True,0.08064516129032258,114,0.9193548387096774,595.7903225806451
219,21,-0.1,1.0,0.995,-0.25,0.1,0.25,50000,1,24,10,10,True,0.4166666666666667,14,0.5833333333333334,2001.75
229,22,-0.1,1.0,0.995,-0.1,0.1,0.5,50000,1,149,10,10,True,0.06711409395973154,139,0.9328859060402684,428.18791946308727
239,23,-0.1,1.0,0.995,0.0,0.1,0.75,50000,1,152,10,10,True,0.06578947368421052,142,0.9342105263157895,342.88157894736844
249,24,-0.02,0.7,0.9,-0.25,0.25,0.25,50000,1,10,10,10,True,1.0,0,0.0,3680.0
259,25,-0.02,0.7,0.9,-0.1,0.25,0.5,50000,1,27,10,10,True,0.37037037037037035,16,0.5925925925925926,1969.888888888889
269,26,-0.02,0.7,0.9,0.0,0.25,0.75,50000,1,48,10,10,True,0.20833333333333334,37,0.7708333333333334,1196.5208333333333
279,27,-0.02,0.7,0.97,-0.1,0.0,0.25,50000,1,18,10,10,True,0.5555555555555556,7,0.3888888888888889,2590.777777777778
289,28,-0.02,0.7,0.97,0.0,0.0,0.5,50000,1,25,10,10,True,0.4,14,0.56,1961.76
299,29,-0.02,0.7,0.995,-0.25,0.0,0.75,50000,1,18,10,10,True,0.5555555555555556,8,0.4444444444444444,2192.6111111111113
309,30,-0.02,0.7,0.995,-0.1,0.1,0.25,50000,1,20,10,10,True,0.5,10,0.5,2158.8
319,31,-0.02,0.7,0.995,0.0,0.1,0.5,50000,1,46,10,10,True,0.21739130434782608,34,0.7391304347826086,1101.6304347826087
329,32,-0.02,0.85,0.9,-0.25,0.1,0.75,50000,1,40,10,10,True,0.25,30,0.75,1332.15
339,33,-0.02,0.85,0.9,-0.1,0.25,0.25,50000,1,25,10,10,True,0.4,15,0.6,1905.96
349,34,-0.02,0.85,0.9,0.0,0.25,0.5,50000,1,63,10,10,True,0.15873015873015872,53,0.8412698412698413,976.1587301587301
359,35,-0.02,0.85,0.97,-0.25,0.25,0.75,50000,1,281,10,10,True,0.03558718861209965,271,0.9644128113879004,260.8683274021352
369,36,-0.02,0.85,0.97,0.0,0.0,0.25,50000,1,52,10,10,True,0.19230769230769232,42,0.8076923076923077,913.75
379,37,-0.02,0.85,0.995,-0.25,0.0,0.5,50000,1,45,10,10,True,0.2222222222222222,33,0.7333333333333333,1289.8444444444444
389,38,-0.02,0.85,0.995,-0.1,0.0,0.75,50000,1,50,10,10,True,0.2,40,0.8,874.44
399,39,-0.02,0.85,0.995,0.0,0.1,0.25,50000,1,124,10,10,True,0.08064516129032258,112,0.9032258064516129,502.78225806451616
409,40,-0.02,1.0,0.9,-0.25,0.1,0.5,50000,1,27,10,10,True,0.37037037037037035,17,0.6296296296296297,1848.1851851851852
419,41,-0.02,1.0,0.9,-0.1,0.1,0.75,50000,1,50,10,10,True,0.2,40,0.8,1144.16
429,42,-0.02,1.0,0.9,0.0,0.25,0.25,50000,1,50,10,10,True,0.2,40,0.8,1103.96
439,43,-0.02,1.0,0.97,-0.25,0.25,0.5,50000,1,72,10,10,True,0.1388888888888889,61,0.8472222222222222,882.4305555555555
449,44,-0.02,1.0,0.97,-0.1,0.25,0.75,50000,1,290,10,10,True,0.034482758620689655,280,0.9655172413793104,272.05172413793105
459,45,-0.02,1.0,0.995,-0.25,0.0,0.25,50000,1,20,10,10,True,0.5,10,0.5,2144.7
469,46,-0.02,1.0,0.995,-0.1,0.0,0.5,50000,1,55,10,10,True,0.18181818181818182,45,0.8181818181818182,930.6727272727272
479,47,-0.02,1.0,0.995,0.0,0.0,0.75,50000,1,150,10,10,True,0.06666666666666667,139,0.9266666666666666,478.62
489,48,0.0,0.7,0.9,-0.25,0.1,0.25,50000,1,11,10,10,True,0.9090909090909091,1,0.09090909090909091,3490.090909090909
499,49,0.0,0.7,0.9,-0.1,0.1,0.5,50000,1,18,10,10,True,0.5555555555555556,8,0.4444444444444444,2674.277777777778
509,50,0.0,0.7,0.9,0.0,0.1,0.75,50000,1,34,10,10,True,0.29411764705882354,24,0.7058823529411765,1998.1470588235295
519,51,0.0,0.7,0.97,-0.25,0.25,0.25,50000,1,20,10,10,True,0.5,10,0.5,2304.65
529,52,0.0,0.7,0.97,-0.1,0.25,0.5,50000,1,62,10,10,True,0.16129032258064516,52,0.8387096774193549,948.016129032258
539,53,0.0,0.7,0.97,0.0,0.25,0.75,50000,1,190,10,10,True,0.05263157894736842,180,0.9473684210526315,379.5052631578947
549,54,0.0,0.7,0.995,-0.1,0.0,0.25,50000,1,18,10,10,True,0.5555555555555556,7,0.3888888888888889,2762.5555555555557
559,55,0.0,0.7,0.995,0.0,0.0,0.5,50000,1,21,10,10,True,0.47619047619047616,10,0.47619047619047616,2198.5238095238096
569,56,0.0,0.85,0.9,-0.25,0.0,0.75,50000,1,27,10,10,True,0.37037037037037035,17,0.6296296296296297,2080.4814814814813
579,57,0.0,0.85,0.9,-0.1,0.1,0.25,50000,1,40,10,10,True,0.25,30,0.75,1423.85
589,58,0.0,0.85,0.9,0.0,0.1,0.5,50000,1,50,10,10,True,0.2,40,0.8,1122.14
599,59,0.0,0.85,0.97,-0.25,0.1,0.75,50000,1,124,10,10,True,0.08064516129032258,114,0.9193548387096774,567.3387096774194
609,60,0.0,0.85,0.97,-0.1,0.25,0.25,50000,1,77,10,10,True,0.12987012987012986,67,0.8701298701298701,824.9090909090909
619,61,0.0,0.85,0.97,0.0,0.25,0.5,50000,1,290,10,10,True,0.034482758620689655,280,0.9655172413793104,264.57586206896553
629,62,0.0,0.85,0.995,-0.25,0.25,0.75,50000,1,309,10,10,True,0.032362459546925564,299,0.9676375404530745,200.6472491909385
639,63,0.0,0.85,0.995,0.0,0.0,0.25,50000,1,72,10,10,True,0.1388888888888889,62,0.8611111111111112,732.7638888888889
649,64,0.0,1.0,0.9,-0.25,0.0,0.5,50000,1,23,10,10,True,0.43478260869565216,13,0.5652173913043478,1878.1304347826087
659,65,0.0,1.0,0.9,-0.1,0.0,0.75,50000,1,46,10,10,True,0.21739130434782608,36,0.782608695652174,1251.2608695652175
669,66,0.0,1.0,0.9,0.0,0.1,0.25,50000,1,62,10,10,True,0.16129032258064516,52,0.8387096774193549,1114.3548387096773
679,67,0.0,1.0,0.97,-0.25,0.1,0.5,50000,1,49,10,10,True,0.20408163265306123,39,0.7959183673469388,964.1224489795918
689,68,0.0,1.0,0.97,-0.1,0.1,0.75,50000,1,169,10,10,True,0.05917159763313609,159,0.9408284023668639,376.38461538461536
699,69,0.0,1.0,0.97,0.0,0.25,0.25,50000,1,220,10,10,True,0.045454545454545456,210,0.9545454545454546,306.7
709,70,0.0,1.0,0.995,-0.25,0.25,0.5,50000,1,124,10,10,True,0.08064516129032258,113,0.9112903225806451,573.5403225806451
719,71,0.0,1.0,0.995,-0.1,0.25,0.75,50000,1,281,10,10,True,0.03558718861209965,271,0.9644128113879004,224.067615658363
