reference_interval_center,reference_interval_width,decoder,point_id,width_idx,center_idx,center,width,interval_low,interval_high,relay_seed,circuit,memory,p,basis_filter_applied,shots,logical_error_count,seconds,logical_error_rate,logical_success_rate,stderr,relative_error,hit_target,shot_cap_reached,raw_interval_low,raw_interval_high,effective_center,effective_width,interval_clipped
0.75,0.5,relay-bp-paper-damping-c0p700-w0p400,29,2,7,0.7000000000000001,0.4,0.5,0.9000000000000001,29000087,bicycle_bivariate_144_12_12_memory_Z,Z,0.003,Z,1700,11,468.40700000000004,0.006470588235294118,0.9935294117647059,0.0019446335997217318,0.30053428359335854,True,False,0.5,0.9000000000000001,0.7000000000000001,0.40000000000000013,False
