decoder,point_id,width_idx,center_idx,center,width,interval_low,interval_high,relay_seed,circuit,memory,p,basis_filter_applied,shots,logical_error_count,seconds,logical_error_rate,logical_success_rate,stderr,relative_error,hit_target,shot_cap_reached,raw_interval_low,raw_interval_high,effective_center,effective_width,interval_clipped
relay-bp-paper-damping-c0p500-w1p200,71,6,5,0.5,1.2000000000000002,0.0,1.0,71000213,bicycle_bivariate_144_12_12_memory_Z,Z,0.003,Z,1880,12,380.74199999999996,0.006382978723404255,0.9936170212765958,0.0018367171665803845,0.2877523560975936,True,False,-0.10000000000000009,1.1,0.5,1.0,True
relay-bp-paper-damping-c0p600-w1p200,72,6,6,0.6000000000000001,1.2000000000000002,0.0,1.0,72000216,bicycle_bivariate_144_12_12_memory_Z,Z,0.003,Z,1236,6,221.84000000000003,0.0048543689320388345,0.9951456310679612,0.0019769718013890464,0.4072561910861436,True,False,0.0,1.2000000000000002,0.5,1.0,True
relay-bp-paper-damping-c0p700-w1p200,73,6,7,0.7000000000000001,1.2000000000000002,0.09999999999999998,1.0,73000219,bicycle_bivariate_144_12_12_memory_Z,Z,0.003,Z,2003,13,400.819,0.006490264603095357,0.9935097353969047,0.001794224532139438,0.2764485952211765,True,False,0.09999999999999998,1.3000000000000003,0.55,0.9,True
relay-bp-paper-damping-c0p800-w1p200,74,6,8,0.8,1.2000000000000002,0.19999999999999996,1.0,74000222,bicycle_bivariate_144_12_12_memory_Z,Z,0.003,Z,1625,13,372.21599999999995,0.008,0.992,0.0022099077599964,0.27623846999955,True,False,0.19999999999999996,1.4000000000000001,0.6,0.8,True
relay-bp-paper-damping-c0p900-w1p200,75,6,9,0.9,1.2000000000000002,0.29999999999999993,1.0,75000225,bicycle_bivariate_144_12_12_memory_Z,Z,0.003,Z,2176,12,383.20700000000005,0.0055147058823529415,0.9944852941176471,0.0015875628029182332,0.28787805492917296,True,False,0.29999999999999993,1.5,0.6499999999999999,0.7000000000000001,True
relay-bp-paper-damping-c1p000-w1p200,76,6,10,1.0,1.2000000000000002,0.3999999999999999,1.0,76000228,bicycle_bivariate_144_12_12_memory_Z,Z,0.003,Z,1272,13,334.359,0.010220125786163521,0.9897798742138365,0.0028200309466663775,0.27592918185843324,True,False,0.3999999999999999,1.6,0.7,0.6000000000000001,True
relay-bp-paper-damping-c0p000-w1p400,77,7,0,0.0,1.4000000000000001,0.0,0.7000000000000001,77000231,bicycle_bivariate_144_12_12_memory_Z,Z,0.003,Z,1644,11,416.0440000000001,0.006690997566909975,0.9933090024330901,0.0020106510969382443,0.30050094576058856,True,False,-0.7000000000000001,0.7000000000000001,0.35000000000000003,0.7000000000000001,True
relay-bp-paper-damping-c0p100-w1p400,78,7,1,0.1,1.4000000000000001,0.0,0.8,78000234,bicycle_bivariate_144_12_12_memory_Z,Z,0.003,Z,1852,7,346.81299999999993,0.003779697624190065,0.9962203023758099,0.0014258890429017454,0.37724950106486177,True,False,-0.6000000000000001,0.8,0.4,0.8,True
relay-bp-paper-damping-c0p200-w1p400,79,7,2,0.2,1.4000000000000001,0.0,0.9000000000000001,79000237,bicycle_bivariate_144_12_12_memory_Z,Z,0.003,Z,2017,9,363.7220000000001,0.004462072384729797,0.9955379276152702,0.001484035403289548,0.33258882315944643,True,False,-0.5,0.9000000000000001,0.45000000000000007,0.9000000000000001,True
relay-bp-paper-damping-c0p300-w1p400,80,7,3,0.30000000000000004,1.4000000000000001,0.0,1.0,80000240,bicycle_bivariate_144_12_12_memory_Z,Z,0.003,Z,1901,8,338.68399999999997,0.004208311415044713,0.9957916885849553,0.0014847287738394388,0.35280867488359663,True,False,-0.4,1.0,0.5,1.0,True
relay-bp-paper-damping-c0p400-w1p400,81,7,4,0.4,1.4000000000000001,0.0,1.0,81000243,bicycle_bivariate_144_12_12_memory_Z,Z,0.003,Z,2601,7,364.44800000000004,0.002691272587466359,0.9973087274125336,0.0010158357145203943,0.3774555276382208,True,False,-0.30000000000000004,1.1,0.5,1.0,True
relay-bp-paper-damping-c0p500-w1p400,82,7,5,0.5,1.4000000000000001,0.0,1.0,82000246,bicycle_bivariate_144_12_12_memory_Z,Z,0.003,Z,2070,8,342.984,0.003864734299516908,0.996135265700483,0.0013637469923293915,0.35286953426523004,True,False,-0.20000000000000007,1.2000000000000002,0.5,1.0,True
relay-bp-paper-damping-c0p600-w1p400,83,7,6,0.6000000000000001,1.4000000000000001,0.0,1.0,83000249,bicycle_bivariate_144_12_12_memory_Z,Z,0.003,Z,2316,9,414.2579999999998,0.0038860103626943004,0.9961139896373057,0.0012928174915899865,0.3326850345024899,True,False,-0.09999999999999998,1.3000000000000003,0.5,1.0,True
relay-bp-paper-damping-c0p700-w1p400,84,7,7,0.7000000000000001,1.4000000000000001,0.0,1.0,84000252,bicycle_bivariate_144_12_12_memory_Z,Z,0.003,Z,2288,11,343.6540000000001,0.004807692307692308,0.9951923076923077,0.001446085021409999,0.30078568445327974,True,False,0.0,1.4000000000000001,0.5,1.0,True
relay-bp-paper-damping-c0p800-w1p400,85,7,8,0.8,1.4000000000000001,0.09999999999999998,1.0,85000255,bicycle_bivariate_144_12_12_memory_Z,Z,0.003,Z,1669,15,365.1579999999999,0.008987417615338526,0.9910125823846615,0.0023100898776082152,0.2570360003818741,True,False,0.09999999999999998,1.5,0.55,0.9,True
relay-bp-paper-damping-c0p900-w1p400,86,7,9,0.9,1.4000000000000001,0.19999999999999996,1.0,86000258,bicycle_bivariate_144_12_12_memory_Z,Z,0.003,Z,1280,17,349.72299999999996,0.01328125,0.98671875,0.003199714147198042,0.2409196534360879,True,False,0.19999999999999996,1.6,0.6,0.8,True
relay-bp-paper-damping-c1p000-w1p400,87,7,10,1.0,1.4000000000000001,0.29999999999999993,1.0,87000261,bicycle_bivariate_144_12_12_memory_Z,Z,0.003,Z,1970,16,388.89,0.008121827411167513,0.9918781725888325,0.0020221945322418397,0.2489827017822765,True,False,0.29999999999999993,1.7000000000000002,0.6499999999999999,0.7000000000000001,True
relay-bp-paper-damping-c0p000-w1p600,88,8,0,0.0,1.6,0.0,0.8,88000264,bicycle_bivariate_144_12_12_memory_Z,Z,0.003,Z,1904,9,336.51900000000006,0.004726890756302521,0.9952731092436975,0.0015719019249962724,0.33254458502143364,True,False,-0.8,0.8,0.4,0.8,True
relay-bp-paper-damping-c0p100-w1p600,89,8,1,0.1,1.6,0.0,0.9,89000267,bicycle_bivariate_144_12_12_memory_Z,Z,0.003,Z,1787,7,363.304,0.00391717963066592,0.996082820369334,0.00147765209002814,0.37722346926861233,True,False,-0.7000000000000001,0.9,0.45,0.9,True
relay-bp-paper-damping-c0p200-w1p600,90,8,2,0.2,1.6,0.0,1.0,90000270,bicycle_bivariate_144_12_12_memory_Z,Z,0.003,Z,1488,11,357.773,0.00739247311827957,0.9926075268817204,0.0022206606319112227,0.30039482002580903,True,False,-0.6000000000000001,1.0,0.5,1.0,True
relay-bp-paper-damping-c0p300-w1p600,91,8,3,0.30000000000000004,1.6,0.0,1.0,91000273,bicycle_bivariate_144_12_12_memory_Z,Z,0.003,Z,2398,11,382.61400000000003,0.0045871559633027525,0.9954128440366973,0.0013799037152397256,0.3008190099222601,True,False,-0.5,1.1,0.5,1.0,True
relay-bp-paper-damping-c0p400-w1p600,92,8,4,0.4,1.6,0.0,1.0,92000276,bicycle_bivariate_144_12_12_memory_Z,Z,0.003,Z,2322,9,392.2199999999999,0.003875968992248062,0.9961240310077519,0.0012894833772141559,0.3326867113212522,True,False,-0.4,1.2000000000000002,0.5,1.0,True
relay-bp-paper-damping-c0p500-w1p600,93,8,5,0.5,1.6,0.0,1.0,93000279,bicycle_bivariate_144_12_12_memory_Z,Z,0.003,Z,1948,14,480.85600000000005,0.007186858316221766,0.9928131416837782,0.0019138540869141803,0.2662991258077731,True,False,-0.30000000000000004,1.3,0.5,1.0,True
relay-bp-paper-damping-c0p600-w1p600,94,8,6,0.6000000000000001,1.6,0.0,1.0,94000282,bicycle_bivariate_144_12_12_memory_Z,Z,0.003,Z,2227,8,420.1910000000001,0.003592276605298608,0.9964077233947014,0.0012677783151439307,0.3529177884781917,True,False,-0.19999999999999996,1.4000000000000001,0.5,1.0,True
relay-bp-paper-damping-c0p700-w1p600,95,8,7,0.7000000000000001,1.6,0.0,1.0,95000285,bicycle_bivariate_144_12_12_memory_Z,Z,0.003,Z,2795,6,443.48400000000004,0.002146690518783542,0.9978533094812164,0.0008754415678252008,0.40780986367857275,True,False,-0.09999999999999998,1.5,0.5,1.0,True
relay-bp-paper-damping-c0p800-w1p600,96,8,8,0.8,1.6,0.0,1.0,96000288,bicycle_bivariate_144_12_12_memory_Z,Z,0.003,Z,1946,12,459.99299999999994,0.006166495375128468,0.9938335046248715,0.0017746168629410785,0.2877837012736116,True,False,0.0,1.6,0.5,1.0,True
relay-bp-paper-damping-c0p900-w1p600,97,8,9,0.9,1.6,0.09999999999999998,1.0,97000291,bicycle_bivariate_144_12_12_memory_Z,Z,0.003,Z,2270,8,400.343,0.003524229074889868,0.9964757709251101,0.0012438056005445808,0.3529298391545248,True,False,0.09999999999999998,1.7000000000000002,0.55,0.9,True
relay-bp-paper-damping-c1p000-w1p600,98,8,10,1.0,1.6,0.19999999999999996,1.0,98000294,bicycle_bivariate_144_12_12_memory_Z,Z,0.003,Z,2028,11,440.90500000000003,0.005424063116370809,0.9945759368836292,0.0016309752312560202,0.3006925244533826,True,False,0.19999999999999996,1.8,0.6,0.8,True
relay-bp-paper-damping-c0p000-w1p800,99,9,0,0.0,1.8,0.0,0.9,99000297,bicycle_bivariate_144_12_12_memory_Z,Z,0.003,Z,2090,8,474.616,0.003827751196172249,0.9961722488038277,0.0013507218550250532,0.35287608462529513,True,False,-0.9,0.9,0.45,0.9,True
relay-bp-paper-damping-c0p100-w1p800,100,9,1,0.1,1.8,0.0,1.0,100000300,bicycle_bivariate_144_12_12_memory_Z,Z,0.003,Z,2233,8,414.503,0.0035826242722794446,0.9964173757277206,0.0012643779591746754,0.3529194978546313,True,False,-0.8,1.0,0.5,1.0,True
relay-bp-paper-damping-c0p200-w1p800,101,9,2,0.2,1.8,0.0,1.0,101000303,bicycle_bivariate_144_12_12_memory_Z,Z,0.003,Z,2521,7,374.044,0.002776675922253074,0.9972233240777469,0.0010480267991742043,0.3774393658168813,True,False,-0.7,1.1,0.5,1.0,True
relay-bp-paper-damping-c0p300-w1p800,102,9,3,0.30000000000000004,1.8,0.0,1.0,102000306,bicycle_bivariate_144_12_12_memory_Z,Z,0.003,Z,2101,10,399.78900000000016,0.00475963826749167,0.9952403617325083,0.0015015435673823806,0.3154743035070382,True,False,-0.6,1.2000000000000002,0.5,1.0,True
relay-bp-paper-damping-c0p400-w1p800,103,9,4,0.4,1.8,0.0,1.0,103000309,bicycle_bivariate_144_12_12_memory_Z,Z,0.003,Z,2610,9,416.6259999999999,0.0034482758620689655,0.996551724137931,0.0011474418082471217,0.3327581243916653,True,False,-0.5,1.3,0.5,1.0,True
relay-bp-paper-damping-c0p500-w1p800,104,9,5,0.5,1.8,0.0,1.0,104000312,bicycle_bivariate_144_12_12_memory_Z,Z,0.003,Z,845,3,165.7,0.0035502958579881655,0.9964497041420118,0.0020461223992114773,0.5763244757778995,True,False,-0.4,1.4,0.5,1.0,True
relay-bp-paper-damping-c0p600-w1p800,105,9,6,0.6000000000000001,1.8,0.0,1.0,105000315,bicycle_bivariate_144_12_12_memory_Z,Z,0.003,Z,2395,10,467.4769999999999,0.0041753653444676405,0.9958246346555324,0.001317607065637829,0.3155668922202601,True,False,-0.29999999999999993,1.5,0.5,1.0,True
relay-bp-paper-damping-c0p700-w1p800,106,9,7,0.7000000000000001,1.8,0.0,1.0,106000318,bicycle_bivariate_144_12_12_memory_Z,Z,0.003,Z,920,5,182.41999999999996,0.005434782608695652,0.9945652173913043,0.0024238950298990725,0.44599668550142935,True,False,-0.19999999999999996,1.6,0.5,1.0,True
relay-bp-paper-damping-c0p800-w1p800,107,9,8,0.8,1.8,0.0,1.0,107000321,bicycle_bivariate_144_12_12_memory_Z,Z,0.003,Z,1345,5,233.24500000000003,0.0037174721189591076,0.9962825278810409,0.0016594110389790123,0.4463815694853543,True,False,-0.09999999999999998,1.7000000000000002,0.5,1.0,True
relay-bp-paper-damping-c0p900-w1p800,108,9,9,0.9,1.8,0.0,1.0,108000324,bicycle_bivariate_144_12_12_memory_Z,Z,0.003,Z,1777,9,443.22500000000014,0.005064715813168261,0.9949352841868317,0.0016839579530605617,0.3324881425098465,True,False,0.0,1.8,0.5,1.0,True
relay-bp-paper-damping-c1p000-w1p800,109,9,10,1.0,1.8,0.09999999999999998,1.0,109000327,bicycle_bivariate_144_12_12_memory_Z,Z,0.003,Z,1593,12,457.10200000000003,0.007532956685499058,0.992467043314501,0.002166371303795649,0.2875857905788724,True,False,0.09999999999999998,1.9,0.55,0.9,True
relay-bp-paper-damping-c0p000-w2p000,110,10,0,0.0,2.0,0.0,1.0,110000330,bicycle_bivariate_144_12_12_memory_Z,Z,0.003,Z,2912,6,468.20099999999985,0.0020604395604395605,0.9979395604395604,0.0008403038903748038,0.4078274881285714,True,False,-1.0,1.0,0.5,1.0,True
relay-bp-paper-damping-c0p100-w2p000,111,10,1,0.1,2.0,0.0,1.0,111000333,bicycle_bivariate_144_12_12_memory_Z,Z,0.003,Z,2251,9,419.62199999999996,0.003998223011994669,0.9960017769880053,0.001330074037671143,0.33266629542197146,True,False,-0.9,1.1,0.5,1.0,True
relay-bp-paper-damping-c0p200-w2p000,112,10,2,0.2,2.0,0.0,1.0,112000336,bicycle_bivariate_144_12_12_memory_Z,Z,0.003,Z,1942,10,405.4289999999999,0.005149330587023687,0.9948506694129763,0.0016241634116077003,0.31541253453421536,True,False,-0.8,1.2,0.5,1.0,True
relay-bp-paper-damping-c0p300-w2p000,113,10,3,0.30000000000000004,2.0,0.0,1.0,113000339,bicycle_bivariate_144_12_12_memory_Z,Z,0.003,Z,1547,10,361.28299999999996,0.006464124111182934,0.9935358758888171,0.002037518042663941,0.3152040412001117,True,False,-0.7,1.3,0.5,1.0,True
relay-bp-paper-damping-c0p400-w2p000,114,10,4,0.4,2.0,0.0,1.0,114000342,bicycle_bivariate_144_12_12_memory_Z,Z,0.003,Z,2831,8,486.14799999999997,0.00282585658777817,0.9971741434122219,0.0009976785350582417,0.3530534915937353,True,False,-0.6,1.4,0.5,1.0,True
relay-bp-paper-damping-c0p500-w2p000,115,10,5,0.5,2.0,0.0,1.0,115000345,bicycle_bivariate_144_12_12_memory_Z,Z,0.003,Z,2770,9,427.03700000000003,0.003249097472924188,0.9967509025270758,0.0010812716204362692,0.3327913765120517,True,False,-0.5,1.5,0.5,1.0,True
relay-bp-paper-damping-c0p600-w2p000,116,10,6,0.6000000000000001,2.0,0.0,1.0,116000348,bicycle_bivariate_144_12_12_memory_Z,Z,0.003,Z,2372,5,343.7709999999999,0.0021079258010118043,0.9978920741989882,0.000941698988846283,0.44674200030867667,True,False,-0.3999999999999999,1.6,0.5,1.0,True
relay-bp-paper-damping-c0p700-w2p000,117,10,7,0.7000000000000001,2.0,0.0,1.0,117000351,bicycle_bivariate_144_12_12_memory_Z,Z,0.003,Z,2532,9,386.84900000000005,0.0035545023696682463,0.9964454976303317,0.0011827265008189521,0.3327403888970652,True,False,-0.29999999999999993,1.7000000000000002,0.5,1.0,True
relay-bp-paper-damping-c0p800-w2p000,118,10,8,0.8,2.0,0.0,1.0,118000354,bicycle_bivariate_144_12_12_memory_Z,Z,0.003,Z,1775,12,363.12600000000003,0.0067605633802816905,0.9932394366197184,0.0019449983761987335,0.287697676479396,True,False,-0.19999999999999996,1.8,0.5,1.0,True
relay-bp-paper-damping-c0p900-w2p000,119,10,9,0.9,2.0,0.0,1.0,119000357,bicycle_bivariate_144_12_12_memory_Z,Z,0.003,Z,932,7,173.53400000000002,0.0075107296137339056,0.9924892703862661,0.0028281081792999483,0.37654240330107885,True,False,-0.09999999999999998,1.9,0.5,1.0,True
relay-bp-paper-damping-c1p000-w2p000,120,10,10,1.0,2.0,0.0,1.0,120000360,bicycle_bivariate_144_12_12_memory_Z,Z,0.003,Z,1966,9,368.869,0.004577822990844354,0.9954221770091557,0.0015224442465923413,0.3325694876445048,True,False,0.0,2.0,0.5,1.0,True
